,personNr1,personNr2,connection
1323,19201114-6596,19720727-4169,parent of
1324,19670330-3660,19720727-4169,partner of
1325,19150727-6925,19190125-8430,partner of
1326,19190125-8430,19300214-9588,partner of
1327,19451201-4328,19541112-9607,partner of
1328,19410725-2147,19320211-2865,partner of
1329,19690703-7404,19000424-5880,child of
1330,19000424-5880,19690703-7404,parent of
1331,19150916-3548,19110507-4434,partner of
1332,19420829-3757,19240419-8351,child of
1333,19240419-8351,19420829-3757,parent of
1334,19550621-2769,19461117-4555,partner of
1335,19001005-7855,19120718-5628,partner of
1336,19650916-6492,19240630-8267,child of
1337,19240630-8267,19650916-6492,parent of
1338,19440131-7888,19550128-4481,partner of
1339,19550128-4481,19680213-6496,partner of
1340,19440611-5021,19420308-8063,partner of
1341,19451118-4393,19550824-9327,partner of
1342,19690514-5846,19501103-4128,child of
1343,19700315-6857,19501103-4128,child of
1344,19501103-4128,19690514-5846,parent of
1345,19501103-4128,19700315-6857,parent of
1346,19690514-5846,19700315-6857,partner of
1347,19710110-5570,19440928-4307,child of
1348,19440928-4307,19710110-5570,parent of
1349,19530924-9962,19440928-4307,partner of
1350,19171028-4800,19181202-8616,partner of
1351,19401013-2977,19510518-1709,partner of
1352,19371216-5605,19451120-7114,partner of
1353,19371216-5605,19470912-9278,partner of
1354,19451120-7114,19470912-9278,partner of
1355,19000623-1906,19010530-8054,partner of
1356,19701113-2192,19731229-7026,partner of
1357,19701113-2192,19650506-8428,partner of
1358,19701113-2192,19730217-6619,partner of
1359,19731229-7026,19650506-8428,partner of
1360,19731229-7026,19730217-6619,partner of
1361,19650506-8428,19730217-6619,partner of
1362,19571123-9430,19460316-9060,partner of
1363,19460316-9060,19330218-9805,partner of
1364,19270117-2711,19321127-4084,partner of
1365,19410908-5295,19321127-4084,partner of
1366,19660921-2545,19691002-1201,partner of
1367,19580713-5548,19591209-4000,partner of
1368,19611227-1253,19720422-6156,partner of
1369,19611227-1253,19590405-2011,partner of
1370,19720422-6156,19590405-2011,partner of
1371,19630522-1011,19580702-7496,partner of
1372,19520208-9886,19580607-5761,partner of
1373,19690210-8414,19580607-5761,partner of
1374,19450426-1080,19411010-8067,partner of
1375,19561106-1256,19120420-2766,child of
1376,19600714-8765,19120420-2766,child of
1377,19120420-2766,19561106-1256,parent of
1378,19120420-2766,19600714-8765,parent of
1379,19561106-1256,19600714-8765,partner of
1380,19120420-2766,19180314-8917,partner of
1381,19640207-6554,19460619-2982,child of
1382,19460619-2982,19640207-6554,parent of
1383,19460619-2982,19000614-8130,child of
1384,19640207-6554,19000614-8130,child of
1385,19000614-8130,19460619-2982,parent of
1386,19000614-8130,19640207-6554,parent of
1387,19460619-2982,19030924-2868,child of
1388,19640207-6554,19030924-2868,child of
1389,19030924-2868,19460619-2982,parent of
1390,19030924-2868,19640207-6554,parent of
1391,19000614-8130,19030924-2868,partner of
1392,19200614-8049,19140315-5844,partner of
1393,19270801-9947,19240104-5810,partner of
1394,19601020-4902,19630407-1169,partner of
1395,19140305-6640,19190730-5535,partner of
1396,19140305-6640,19260325-9794,partner of
1397,19190730-5535,19260325-9794,partner of
1398,19190730-5535,19301118-6895,partner of
1399,19260325-9794,19301118-6895,partner of
1400,19620127-1398,19351127-3073,child of
1401,19351127-3073,19620127-1398,parent of
1402,19351127-3073,19080712-8239,child of
1403,19620127-1398,19080712-8239,child of
1404,19481029-5881,19080712-8239,child of
1405,19080712-8239,19351127-3073,parent of
1406,19080712-8239,19620127-1398,parent of
1407,19080712-8239,19481029-5881,parent of
1408,19351127-3073,19481029-5881,partner of
1409,19570714-5350,19600403-1753,partner of
1410,19250609-3459,19140220-2360,partner of
1411,19190315-5021,19110104-4662,partner of
1412,19540422-8191,19190222-3138,child of
1413,19400903-9473,19190222-3138,child of
1414,19461125-9716,19190222-3138,child of
1415,19190222-3138,19540422-8191,parent of
1416,19190222-3138,19400903-9473,parent of
1417,19190222-3138,19461125-9716,parent of
1418,19540422-8191,19461125-9716,partner of
1419,19400903-9473,19461125-9716,partner of
1420,19200518-6628,19070910-4238,partner of
1421,19200518-6628,19320518-7141,partner of
1422,19050603-7979,19070910-4238,partner of
1423,19520708-6532,19081013-7719,child of
1424,19561019-6743,19081013-7719,child of
1425,19081013-7719,19520708-6532,parent of
1426,19081013-7719,19561019-6743,parent of
1427,19520708-6532,19561019-6743,partner of
1428,19100520-3419,19100727-5722,partner of
1429,19100520-3419,19130907-4335,partner of
1430,19100520-3419,19160910-7288,partner of
1431,19100727-5722,19130907-4335,partner of
1432,19100727-5722,19160910-7288,partner of
1433,19130907-4335,19160910-7288,partner of
1434,19211219-1167,19311128-5254,partner of
1435,19001124-7834,19021217-1169,partner of
1436,19020818-2973,19050807-6000,partner of
1437,19380911-6095,19420630-5575,partner of
1438,19481223-2873,19140601-8042,child of
1439,19510424-7679,19140601-8042,child of
1440,19140601-8042,19481223-2873,parent of
1441,19140601-8042,19510424-7679,parent of
1442,19481223-2873,19510424-7679,partner of
1443,19100207-7822,19170913-1916,partner of
1444,19540426-3018,19230422-4207,child of
1445,19230422-4207,19540426-3018,parent of
1446,19540426-3018,19060805-3557,child of
1447,19230422-4207,19060805-3557,child of
1448,19380319-1135,19060805-3557,child of
1449,19060805-3557,19540426-3018,parent of
1450,19060805-3557,19230422-4207,parent of
1451,19060805-3557,19380319-1135,parent of
1452,19540426-3018,19380319-1135,child of
1453,19380319-1135,19540426-3018,parent of
1454,19190419-8810,19141119-9097,partner of
1455,19321218-3491,19320202-3768,partner of
1456,19620721-6436,19650106-8715,partner of
1457,19620721-6436,19720810-3067,partner of
1458,19650106-8715,19720810-3067,partner of
1459,19670305-3623,19570623-6570,partner of
1460,19441222-5079,19260127-5112,child of
1461,19450702-7763,19260127-5112,child of
1462,19260127-5112,19441222-5079,parent of
1463,19260127-5112,19450702-7763,parent of
1464,19441222-5079,19450702-7763,partner of
1465,19261224-8563,19260409-6629,partner of
1466,19080229-1570,19070529-5993,partner of
1467,19530630-6376,19530316-2464,partner of
1468,19230922-6449,19301231-7219,partner of
1469,19700126-8794,19480516-4453,child of
1470,19480516-4453,19700126-8794,parent of
1471,19100904-7357,19230426-9229,partner of
1472,19500901-7754,19070320-5617,child of
1473,19411217-4804,19070320-5617,child of
1474,19070320-5617,19500901-7754,parent of
1475,19070320-5617,19411217-4804,parent of
1476,19500901-7754,19411217-4804,partner of
1477,19571023-5233,19090105-1601,child of
1478,19420811-5290,19090105-1601,child of
1479,19090105-1601,19571023-5233,parent of
1480,19090105-1601,19420811-5290,parent of
1481,19571023-5233,19211121-6126,child of
1482,19420811-5290,19211121-6126,child of
1483,19211121-6126,19571023-5233,parent of
1484,19211121-6126,19420811-5290,parent of
1485,19090105-1601,19211121-6126,partner of
1486,19460603-4491,19470816-3904,partner of
1487,19300706-2772,19250408-1269,partner of
1488,19361127-7691,19021103-9081,child of
1489,19370607-2271,19021103-9081,child of
1490,19600830-9376,19021103-9081,child of
1491,19021103-9081,19361127-7691,parent of
1492,19021103-9081,19370607-2271,parent of
1493,19021103-9081,19600830-9376,parent of
1494,19361127-7691,19370607-2271,partner of
1495,19381128-9779,19491025-5348,partner of
1496,19700607-1875,19120401-7786,child of
1497,19120401-7786,19700607-1875,parent of
1498,19140831-1360,19120401-7786,partner of
1499,19101125-9051,19140829-2203,partner of
1500,19101125-9051,19011016-7557,partner of
1501,19140829-2203,19011016-7557,partner of
1502,19680615-6141,19680716-7155,partner of
1503,19301008-7563,19330318-9770,partner of
1504,19141218-2676,19231014-7935,partner of
1505,19141218-2676,19220222-2290,partner of
1506,19231014-7935,19220222-2290,partner of
1507,19460819-1245,19530131-5036,partner of
1508,19460819-1245,19520417-7822,partner of
1509,19530131-5036,19520417-7822,partner of
1510,19710605-9673,19151209-4921,child of
1511,19430809-8165,19151209-4921,child of
1512,19151209-4921,19710605-9673,parent of
1513,19151209-4921,19430809-8165,parent of
1514,19350510-9033,19250522-7829,partner of
1515,19551119-8271,19150914-4709,child of
1516,19580918-2878,19150914-4709,child of
1517,19150914-4709,19551119-8271,parent of
1518,19150914-4709,19580918-2878,parent of
1519,19551119-8271,19580918-2878,partner of
1520,19140921-7810,19020708-3167,partner of
1521,19290320-1160,19200326-3311,partner of
1522,19200326-3311,19150402-5146,partner of
1523,19460810-4621,19450223-7506,partner of
1524,19510620-2778,19180830-6909,child of
1525,19180830-6909,19510620-2778,parent of
1526,19180830-6909,19260928-4283,partner of
1527,19580608-4879,19630331-7270,partner of
1528,19580608-4879,19690508-5446,partner of
1529,19630331-7270,19690508-5446,partner of
1530,19301115-8005,19370627-1648,partner of
1531,19581209-1069,19020122-7586,child of
1532,19020122-7586,19581209-1069,parent of
1533,19170604-7261,19220929-6182,partner of
1534,19601229-1559,19670105-8231,partner of
1535,19601229-1559,19591030-6091,partner of
1536,19670105-8231,19591030-6091,partner of
1537,19140410-2160,19071202-7013,partner of
1538,19660605-6684,19700715-6331,partner of
1539,19660605-6684,19660207-5477,partner of
1540,19700715-6331,19660207-5477,partner of
1541,19131218-2843,19120205-6989,partner of
1542,19681211-7378,19440419-1997,child of
1543,19440419-1997,19681211-7378,parent of
1544,19550625-7331,19440419-1997,partner of
1545,19440419-1997,19360205-8097,partner of
1546,19461027-3861,19580814-3673,partner of
1547,19461027-3861,19430320-2343,partner of
1548,19580814-3673,19660228-5254,partner of
1549,19030317-7752,19020221-9922,partner of
1550,19080723-2745,19010115-6492,partner of
1551,19480906-2564,19370722-4246,partner of
1552,19230626-4830,19150705-7472,partner of
1553,19230626-4830,19220309-5658,partner of
1554,19150705-7472,19220309-5658,partner of
1555,19550321-5088,19570714-3184,partner of
1556,19570714-3184,19700901-6925,partner of
1557,19290520-3157,19400309-8874,partner of
1558,19290520-3157,19210320-4128,partner of
1559,19591115-5890,19670625-9091,partner of
1560,19070924-4500,19021014-6500,partner of
1561,19270709-2908,19150915-8181,partner of
1562,19120223-2531,19150915-8181,partner of
1563,19180902-8676,19251030-9571,partner of
1564,19240103-1472,19280616-5451,partner of
1565,19240103-1472,19350909-4516,partner of
1566,19280616-5451,19350909-4516,partner of
1567,19631015-7612,19540717-8782,partner of
1568,19480304-8054,19430221-1725,partner of
1569,19110914-1674,19050925-1454,partner of
1570,19441206-7409,19550701-7410,partner of
1571,19620722-1885,19550701-7410,partner of
1572,19141023-3173,19061212-7281,partner of
1573,19371122-4424,19190611-9924,child of
1574,19710915-9591,19190611-9924,child of
1575,19190611-9924,19371122-4424,parent of
1576,19190611-9924,19710915-9591,parent of
1577,19371122-4424,19280922-6189,partner of
1578,19190611-9924,19280922-6189,partner of
1579,19610127-2949,19650402-9808,partner of
1580,19071129-5444,19100114-3781,partner of
1581,19190723-2019,19260218-3480,partner of
1582,19190723-2019,19070408-1939,partner of
1583,19190723-2019,19261026-3909,partner of
1584,19260218-3480,19261026-3909,partner of
1585,19680503-7411,19160618-8800,child of
1586,19651024-7269,19160618-8800,child of
1587,19160618-8800,19680503-7411,parent of
1588,19160618-8800,19651024-7269,parent of
1589,19160618-8800,19180408-9080,partner of
1590,19680503-7411,19651024-7269,partner of
1591,19731107-2097,19620714-5831,partner of
1592,19050707-4881,19080618-3878,partner of
1593,19510110-6299,19321030-2189,child of
1594,19321030-2189,19510110-6299,parent of
1595,19510110-6299,19340824-8562,child of
1596,19340824-8562,19510110-6299,parent of
1597,19321030-2189,19340824-8562,partner of
1598,19340824-8562,19460220-8055,partner of
1599,19460220-8055,19510110-6299,partner of
1600,19101118-7126,19221126-9910,partner of
1601,19340914-1377,19270509-4622,partner of
1602,19340914-1377,19371120-3710,partner of
1603,19270509-4622,19150316-6982,partner of
1604,19270509-4622,19371120-3710,partner of
1605,19570915-5541,19360804-3219,child of
1606,19360804-3219,19570915-5541,parent of
1607,19571126-8788,19340214-9854,child of
1608,19340214-9854,19571126-8788,parent of
1609,19571126-8788,19120730-4376,child of
1610,19340214-9854,19120730-4376,child of
1611,19120730-4376,19571126-8788,parent of
1612,19120730-4376,19340214-9854,parent of
1613,19060905-7293,19120730-4376,partner of
1614,19131025-9057,19120113-5557,partner of
1615,19131025-9057,19110728-5759,partner of
1616,19120113-5557,19110728-5759,partner of
1617,19210202-5599,19180329-1188,partner of
1618,19410124-1554,19480910-4288,partner of
1619,19590519-7657,19681012-7597,partner of
1620,19551115-5851,19621202-3932,partner of
1621,19120617-4531,19220711-3443,partner of
1622,19220711-3443,19320724-5483,partner of
1623,19120512-1892,19021231-8116,partner of
1624,19610412-6597,19670126-6552,partner of
1625,19450515-2981,19030402-5967,child of
1626,19441106-5041,19030402-5967,child of
1627,19540722-4514,19030402-5967,child of
1628,19030402-5967,19450515-2981,parent of
1629,19030402-5967,19441106-5041,parent of
1630,19030402-5967,19540722-4514,parent of
1631,19450515-2981,19441106-5041,partner of
1632,19450515-2981,19540722-4514,partner of
1633,19441106-5041,19540722-4514,partner of
1634,19450617-8518,19521027-3774,partner of
1635,19450617-8518,19490223-1540,partner of
1636,19521027-3774,19490223-1540,partner of
1637,19710103-4903,19550831-8953,child of
1638,19550831-8953,19710103-4903,parent of
1639,19180521-2676,19151216-4188,partner of
1640,19621012-1596,19370604-6891,child of
1641,19370604-6891,19621012-1596,parent of
1642,19500912-2301,19621012-1596,partner of
1643,19500912-2301,19370604-6891,partner of
1644,19500912-2301,19400310-1605,partner of
1645,19370604-6891,19400310-1605,partner of
1646,19450208-8870,19030422-3590,child of
1647,19030422-3590,19450208-8870,parent of
1648,19690609-1896,19561121-7935,partner of
1649,19690609-1896,19710622-9192,partner of
1650,19561121-7935,19541002-4433,partner of
1651,19711128-9670,19661103-8024,partner of
1652,19571220-2437,19560227-8367,partner of
1653,19240202-7051,19201028-8429,partner of
1654,19240202-7051,19300802-1662,partner of
1655,19201028-8429,19300802-1662,partner of
1656,19300802-1662,19430220-5933,partner of
1657,19620117-6850,19371101-5744,child of
1658,19670731-2440,19371101-5744,child of
1659,19371101-5744,19620117-6850,parent of
1660,19371101-5744,19670731-2440,parent of
1661,19620117-6850,19670731-2440,partner of
1662,19250114-3044,19371101-5744,partner of
1663,19410313-2511,19310318-5792,partner of
1664,19410313-2511,19290801-7510,partner of
1665,19310318-5792,19290801-7510,partner of
1666,19700517-2961,19700601-2179,partner of
1667,19160123-1205,19201123-6122,partner of
1668,19330808-9382,19260918-1961,partner of
1669,19330808-9382,19240807-3612,partner of
1670,19260918-1961,19240807-3612,partner of
1671,19051014-9186,19150507-8747,partner of
1672,19051014-9186,19050322-7797,partner of
1673,19150507-8747,19050322-7797,partner of
1674,19670629-4410,19651213-5739,partner of
1675,19321008-5497,19190217-2437,partner of
1676,19620610-5030,19270704-5474,child of
1677,19270704-5474,19620610-5030,parent of
1678,19550625-3885,19570726-1715,partner of
1679,19670425-7174,19001111-9133,child of
1680,19500909-7795,19001111-9133,child of
1681,19001111-9133,19670425-7174,parent of
1682,19001111-9133,19500909-7795,parent of
1683,19360222-1334,19261117-5905,partner of
1684,19360222-1334,19260708-4125,partner of
1685,19261117-5905,19260708-4125,partner of
1686,19301129-7975,19180205-4551,partner of
1687,19180205-4551,19070818-3399,partner of
1688,19340913-8127,19420824-2636,partner of
1689,19551028-1265,19250224-7845,child of
1690,19490916-5865,19250224-7845,child of
1691,19460901-6286,19250224-7845,child of
1692,19250224-7845,19551028-1265,parent of
1693,19250224-7845,19490916-5865,parent of
1694,19250224-7845,19460901-6286,parent of
1695,19551028-1265,19490916-5865,partner of
1696,19551028-1265,19460901-6286,partner of
1697,19490916-5865,19460901-6286,partner of
1698,19260302-2205,19300920-3603,partner of
1699,19260302-2205,19190413-3056,partner of
1700,19300920-3603,19190413-3056,partner of
1701,19310803-6599,19410716-1951,partner of
1702,19311106-8988,19290717-4449,partner of
1703,19311106-8988,19330620-9396,partner of
1704,19311106-8988,19311209-1052,partner of
1705,19290717-4449,19330620-9396,partner of
1706,19290717-4449,19311209-1052,partner of
1707,19330620-9396,19311209-1052,partner of
1708,19320629-4635,19040104-9645,child of
1709,19260304-8710,19040104-9645,child of
1710,19040104-9645,19320629-4635,parent of
1711,19040104-9645,19260304-8710,parent of
1712,19040104-9645,19030511-4344,partner of
1713,19320629-4635,19260304-8710,partner of
1714,19670523-5269,19030130-1517,child of
1715,19430429-7193,19030130-1517,child of
1716,19030130-1517,19670523-5269,parent of
1717,19030130-1517,19430429-7193,parent of
1718,19150827-2290,19030130-1517,partner of
1719,19170629-5161,19300311-6086,partner of
1720,19450430-3436,19420217-2931,partner of
1721,19690401-5372,19061030-5366,child of
1722,19620402-8716,19061030-5366,child of
1723,19061030-5366,19690401-5372,parent of
1724,19061030-5366,19620402-8716,parent of
1725,19690401-5372,19001115-4908,child of
1726,19620402-8716,19001115-4908,child of
1727,19001115-4908,19690401-5372,parent of
1728,19001115-4908,19620402-8716,parent of
1729,19690401-5372,19620402-8716,partner of
1730,19061030-5366,19001115-4908,partner of
1731,19570226-4313,19700816-8896,partner of
1732,19390608-2979,19340517-8912,partner of
1733,19440314-8013,19520821-2661,partner of
1734,19500208-9991,19430619-2893,partner of
1735,19630616-5081,19650620-3022,partner of
1736,19431103-5150,19080824-1272,child of
1737,19550615-5813,19080824-1272,child of
1738,19430530-5038,19080824-1272,child of
1739,19080824-1272,19431103-5150,parent of
1740,19080824-1272,19550615-5813,parent of
1741,19080824-1272,19430530-5038,parent of
1742,19431103-5150,19550615-5813,partner of
1743,19431103-5150,19430530-5038,partner of
1744,19550615-5813,19430530-5038,partner of
1745,19570820-3881,19520702-6372,partner of
1746,19160224-5739,19000228-9116,child of
1747,19651220-3368,19000228-9116,child of
1748,19000228-9116,19160224-5739,parent of
1749,19000228-9116,19651220-3368,parent of
1750,19101215-1214,19000228-9116,partner of
1751,19101215-1214,19160224-5739,partner of
1752,19220530-3539,19200205-8431,partner of
1753,19520616-2242,19600130-7584,partner of
1754,19530329-5196,19071221-6091,child of
1755,19281021-5196,19071221-6091,child of
1756,19071221-6091,19530329-5196,parent of
1757,19071221-6091,19281021-5196,parent of
1758,19071221-6091,19010330-8463,partner of
1759,19250426-8116,19160815-5930,partner of
1760,19110214-7089,19160815-5930,partner of
1761,19140806-7039,19060428-6284,partner of
1762,19481130-9215,19480209-7396,partner of
1763,19311109-6440,19301008-8717,partner of
1764,19710203-2144,19610203-7974,partner of
1765,19440519-3012,19461208-4594,partner of
1766,19270416-7733,19220822-9931,partner of
1767,19520706-2477,19520322-7289,partner of
1768,19700120-8086,19531015-6352,child of
1769,19531015-6352,19700120-8086,parent of
1770,19531015-6352,19100119-6486,child of
1771,19700120-8086,19100119-6486,child of
1772,19100119-6486,19531015-6352,parent of
1773,19100119-6486,19700120-8086,parent of
1774,19180811-4292,19051020-9927,partner of
1775,19180811-4292,19150129-2446,partner of
1776,19051020-9927,19150129-2446,partner of
1777,19660311-3279,19551111-4644,partner of
1778,19250530-6297,19170217-7235,partner of
1779,19300121-3824,19180908-9938,partner of
1780,19550725-5323,19140726-9380,child of
1781,19680922-1784,19140726-9380,child of
1782,19140726-9380,19550725-5323,parent of
1783,19140726-9380,19680922-1784,parent of
1784,19140726-9380,19050424-8355,partner of
1785,19550725-5323,19680922-1784,partner of
1786,19691212-1557,19441014-7907,child of
1787,19441014-7907,19691212-1557,parent of
1788,19350614-4190,19441014-7907,partner of
1789,19441014-7907,19570311-7443,partner of
1790,19691212-1557,19570311-7443,partner of
1791,19640807-9061,19670831-6894,partner of
1792,19430724-2163,19550702-4844,partner of
1793,19271021-7609,19260930-6814,partner of
1794,19391021-6865,19310420-6473,partner of
1795,19470608-2632,19140608-7406,child of
1796,19711214-9549,19140608-7406,child of
1797,19140608-7406,19470608-2632,parent of
1798,19140608-7406,19711214-9549,parent of
1799,19090129-1089,19140608-7406,partner of
1800,19141129-8916,19160819-2327,partner of
1801,19141129-8916,19120405-1372,partner of
1802,19160819-2327,19120405-1372,partner of
1803,19400705-4001,19510830-7828,partner of
1804,19400705-4001,19470819-6924,partner of
1805,19510830-7828,19470819-6924,partner of
1806,19580411-2786,19650521-9995,partner of
1807,19490731-5141,19430202-7821,partner of
1808,19030404-5989,19120624-9385,partner of
1809,19590623-9366,19621116-1093,partner of
1810,19330216-6966,19251211-8311,partner of
1811,19330216-6966,19211206-5932,partner of
1812,19251211-8311,19211206-5932,partner of
1813,19600702-5327,19640109-9705,partner of
1814,19670724-9088,19460904-5264,child of
1815,19460904-5264,19670724-9088,parent of
1816,19460904-5264,19390522-6804,partner of
1817,19390522-6804,19320607-5485,partner of
1818,19361113-9633,19470906-9374,partner of
1819,19390718-7199,19360831-8962,partner of
1820,19290325-7660,19230123-1718,partner of
1821,19290325-7660,19371201-7798,partner of
1822,19090725-4102,19000227-4131,partner of
1823,19570308-4110,19530805-6054,partner of
1824,19170923-7106,19081120-4225,partner of
1825,19490627-8981,19511228-1153,partner of
1826,19371017-3888,19310531-4037,partner of
1827,19510226-6562,19540218-6835,partner of
1828,19461004-4208,19160715-5674,child of
1829,19160715-5674,19461004-4208,parent of
1830,19461004-4208,19220416-3594,child of
1831,19220416-3594,19461004-4208,parent of
1832,19160715-5674,19170903-5428,partner of
1833,19160715-5674,19220416-3594,partner of
1834,19170903-5428,19220416-3594,partner of
1835,19190514-7279,19080103-1275,partner of
1836,19100903-8003,19001017-5416,partner of
1837,19100903-8003,19170709-3322,partner of
1838,19170323-4207,19111126-6712,partner of
1839,19671127-4865,19040324-9200,child of
1840,19551216-9080,19040324-9200,child of
1841,19510114-1055,19040324-9200,child of
1842,19040324-9200,19671127-4865,parent of
1843,19040324-9200,19551216-9080,parent of
1844,19040324-9200,19510114-1055,parent of
1845,19671127-4865,19510114-1055,child of
1846,19510114-1055,19671127-4865,parent of
1847,19671127-4865,19551216-9080,partner of
1848,19551216-9080,19510114-1055,partner of
1849,19630728-2709,19721019-8540,partner of
1850,19540401-7851,19630307-8391,partner of
1851,19540401-7851,19511107-7576,partner of
1852,19630307-8391,19511107-7576,partner of
1853,19160725-9250,19290912-2712,partner of
1854,19500827-4382,19140129-4653,child of
1855,19140129-4653,19500827-4382,parent of
1856,19200727-3724,19140129-4653,partner of
1857,19200727-3724,19080619-9916,partner of
1858,19140129-4653,19080619-9916,partner of
1859,19000130-2067,19050211-2604,partner of
1860,19590121-1244,19711215-4274,partner of
1861,19590121-1244,19630728-5669,partner of
1862,19711215-4274,19630728-5669,partner of
1863,19660515-7492,19010425-5374,child of
1864,19460425-5126,19010425-5374,child of
1865,19010425-5374,19660515-7492,parent of
1866,19010425-5374,19460425-5126,parent of
1867,19660515-7492,19460425-5126,child of
1868,19460425-5126,19660515-7492,parent of
1869,19190429-5865,19261101-3812,partner of
1870,19190429-5865,19270110-9489,partner of
1871,19261101-3812,19270110-9489,partner of
1872,19120710-3927,19161122-6245,partner of
1873,19650429-3259,19541019-3368,partner of
1874,19650429-3259,19580222-5772,partner of
1875,19541019-3368,19580222-5772,partner of
1876,19170113-4109,19161202-6425,partner of
1877,19510201-6340,19220722-4689,child of
1878,19220722-4689,19510201-6340,parent of
1879,19510201-6340,19270421-5747,child of
1880,19270421-5747,19510201-6340,parent of
1881,19220722-4689,19301115-4934,partner of
1882,19220722-4689,19270421-5747,partner of
1883,19301115-4934,19270421-5747,partner of
1884,19391104-2191,19411121-6016,partner of
1885,19150519-6658,19061022-8468,partner of
1886,19150519-6658,19170429-2295,partner of
1887,19061022-8468,19170429-2295,partner of
1888,19460522-7714,19520822-3975,partner of
1889,19021119-2876,19100604-9399,partner of
1890,19400611-5718,19510624-5335,partner of
1891,19300210-3690,19190323-9552,partner of
1892,19120430-4971,19190323-9552,partner of
1893,19530218-5923,19560612-2346,partner of
1894,19351121-7633,19090704-3454,child of
1895,19611009-4361,19090704-3454,child of
1896,19090704-3454,19351121-7633,parent of
1897,19090704-3454,19611009-4361,parent of
1898,19611009-4361,19351121-7633,child of
1899,19351121-7633,19611009-4361,parent of
1900,19090704-3454,19080510-5606,partner of
1901,19260515-1219,19280130-9980,partner of
1902,19380106-5980,19110817-9693,child of
1903,19270220-6367,19110817-9693,child of
1904,19110817-9693,19380106-5980,parent of
1905,19110817-9693,19270220-6367,parent of
1906,19380106-5980,19270220-6367,partner of
1907,19341005-6803,19280720-1695,partner of
1908,19630729-6461,19630624-6436,partner of
1909,19460302-3788,19000207-4792,child of
1910,19600128-8832,19000207-4792,child of
1911,19370122-2788,19000207-4792,child of
1912,19000207-4792,19460302-3788,parent of
1913,19000207-4792,19600128-8832,parent of
1914,19000207-4792,19370122-2788,parent of
1915,19600128-8832,19370122-2788,child of
1916,19370122-2788,19600128-8832,parent of
1917,19460302-3788,19370122-2788,partner of
1918,19341121-2333,19320413-5332,partner of
1919,19341121-2333,19440209-8681,partner of
1920,19320413-5332,19440209-8681,partner of
1921,19370605-1725,19341102-9155,partner of
1922,19370605-1725,19350226-7310,partner of
1923,19341102-9155,19350226-7310,partner of
1924,19631210-8731,19590512-9007,partner of
1925,19130915-1255,19231029-4769,partner of
1926,19361224-9732,19190319-7561,child of
1927,19361211-2561,19190319-7561,child of
1928,19420407-8399,19190319-7561,child of
1929,19190319-7561,19361224-9732,parent of
1930,19190319-7561,19361211-2561,parent of
1931,19190319-7561,19420407-8399,parent of
1932,19361224-9732,19361211-2561,partner of
1933,19361224-9732,19420407-8399,partner of
1934,19361211-2561,19420407-8399,partner of
1935,19050205-2900,19110805-2409,partner of
1936,19050205-2900,19051107-4195,partner of
1937,19110805-2409,19051107-4195,partner of
1938,19220905-6029,19000802-2770,child of
1939,19000802-2770,19220905-6029,parent of
1940,19000802-2770,19030831-5167,partner of
1941,19001126-9389,19050630-3545,partner of
1942,19270319-3744,19250718-2911,partner of
1943,19380604-1509,19040103-6969,child of
1944,19040103-6969,19380604-1509,parent of
1945,19650828-4870,19511103-7060,partner of
1946,19580720-9351,19090909-3377,child of
1947,19490917-9680,19090909-3377,child of
1948,19090909-3377,19580720-9351,parent of
1949,19090909-3377,19490917-9680,parent of
1950,19580720-9351,19490917-9680,partner of
1951,19090909-3377,19200421-1194,partner of
1952,19150402-1429,19130623-6242,partner of
1953,19600817-7349,19620926-4766,partner of
1954,19451217-1048,19500616-4658,partner of
1955,19140413-8914,19250903-8295,partner of
1956,19140413-8914,19210605-7531,partner of
1957,19250903-8295,19210605-7531,partner of
1958,19031119-9483,19090915-3955,partner of
1959,19020311-6056,19020821-2324,partner of
1960,19380116-5026,19360529-6687,partner of
1961,19380116-5026,19380305-7046,partner of
1962,19360529-6687,19380305-7046,partner of
1963,19290829-6979,19411030-5937,partner of
1964,19290829-6979,19390316-9392,partner of
1965,19411030-5937,19390316-9392,partner of
1966,19521220-7622,19470104-8811,partner of
1967,19470104-8811,19380711-9984,partner of
1968,19410922-9253,19530202-7267,partner of
1969,19410922-9253,19511002-7171,partner of
1970,19530202-7267,19511002-7171,partner of
1971,19420829-3322,19330819-4051,partner of
1972,19631016-6499,19660123-6304,partner of
1973,19250626-3742,19180312-6472,partner of
1974,19250626-3742,19241118-5616,partner of
1975,19180312-6472,19241118-5616,partner of
1976,19230525-6117,19170913-4300,partner of
1977,19481018-3982,19000711-4651,child of
1978,19440522-3447,19000711-4651,child of
1979,19000711-4651,19481018-3982,parent of
1980,19000711-4651,19440522-3447,parent of
1981,19120925-5166,19000711-4651,partner of
1982,19481018-3982,19440522-3447,partner of
1983,19570827-3404,19221209-5141,child of
1984,19630209-5630,19221209-5141,child of
1985,19221209-5141,19570827-3404,parent of
1986,19221209-5141,19630209-5630,parent of
1987,19170912-9973,19221209-5141,partner of
1988,19570827-3404,19630209-5630,partner of
1989,19660911-2179,19471129-9960,child of
1990,19471129-9960,19660911-2179,parent of
1991,19120831-9333,19140715-8342,partner of
1992,19610708-8992,19490628-5101,partner of
1993,19610708-8992,19651001-8907,partner of
1994,19480223-5316,19590218-5318,partner of
