,personNr1,personNr2,connection
0,20030101-3113,20051228-3408,partner of
0,19740616-3482,19740616-4554,partner of
0,19740608-8682,19760129-9998,partner of
0,19810302-0546,19830128-4465,partner of
0,19800127-8179,19850924-3130,partner of
0,19721128-3613,19721128-7668,partner of
0,19490330-1076,19541211-1666,partner of
0,20000924-7744,19940517-7940,partner of
0,19651230-6550,19700816-4280,partner of
0,19250101-9936,19280901-9032,partner of
0,19250101-1208,19260807-1126,partner of
0,19930515-5846,19980428-0052,partner of
0,19881109-7279,19921226-0978,partner of
0,19671111-1073,19671111-6259,partner of
0,19730403-2330,19750411-1751,partner of
0,20010914-8188,19991231-5782,partner of
0,19360211-1240,19390523-9151,partner of
0,19680513-6816,19751231-3097,partner of
0,19980911-7027,19961020-5162,partner of
0,19470429-2964,19520828-6639,partner of
0,19621111-3255,19660412-3340,partner of
0,19980912-7612,19961214-0063,partner of
0,19990330-9955,19960510-1391,partner of
0,19280512-5804,19300905-9186,partner of
0,19980627-4039,19970111-8756,partner of
0,19681205-0845,19960924-4208,partner of
0,19270705-6506,19341231-2976,partner of
0,19560504-1151,19590525-1900,partner of
0,20030101-4798,20051128-1731,partner of
0,19750724-1680,19770814-8805,partner of
0,19890922-5737,19890922-8236,partner of
0,19680102-6474,19730907-0370,partner of
0,20030101-4015,20091218-6129,partner of
0,19870529-1941,19880421-6054,partner of
0,19901107-4799,19901107-3478,partner of
0,19770511-7697,19800630-7417,partner of
0,19691230-1103,19740901-1726,partner of
0,19250101-5732,19281119-6483,partner of
0,20011029-8542,20070502-7966,partner of
0,19470810-1853,19521023-3378,partner of
0,19661025-7250,19700401-1286,partner of
0,19910415-3463,19950828-5824,partner of
0,19710701-7298,19781231-7198,partner of
0,19470429-8813,19500610-4836,partner of
0,19810924-9971,19840315-2218,partner of
0,19981114-1906,19960907-6233,partner of
0,19400218-0292,19430612-0241,partner of
0,19441029-0796,19441029-9447,partner of
0,19700228-8848,19751027-4402,partner of
0,19540422-8087,19571018-0948,partner of
0,19521118-2311,19580516-2849,partner of
0,19250101-7453,19280705-9817,partner of
0,19990223-4641,19960524-2094,partner of
0,20031109-8400,19540718-7318,child of
1,19540718-7318,20031109-8400,parent of
0,19540616-5301,19541012-2541,partner of
0,20011231-1090,19960609-3092,partner of
0,19560627-3634,19570405-8519,partner of
0,19740327-2545,19750124-7307,partner of
0,20020306-1683,19760721-0909,child of
1,19760721-0909,20020306-1683,parent of
0,20030925-0299,19820307-7416,child of
1,19820307-7416,20030925-0299,parent of
0,19261004-3997,19330713-4000,partner of
0,19421024-1548,19460510-7312,partner of
0,19831222-9344,19900320-5717,partner of
0,19620821-6002,19691118-7473,partner of
0,19330805-0010,19380418-2780,partner of
0,19670818-8256,19721205-3403,partner of
0,19660728-9351,19700904-1843,partner of
0,19450719-3716,19450719-8797,partner of
0,19990502-1172,19961229-2108,partner of
0,19990502-1172,19950131-1698,partner of
0,19961229-2108,19950131-1698,partner of
0,19580403-9987,19610624-3306,partner of
0,19580716-9752,19600716-3566,partner of
0,19560421-5132,19580419-4096,partner of
0,19680124-3982,19730227-1746,partner of
0,19620117-3723,19650413-5553,partner of
0,19530824-6212,19550325-0613,partner of
0,19970729-3742,20000825-0305,partner of
0,19930706-8306,20000404-7506,partner of
0,20030101-3536,20090309-1350,partner of
0,19630118-2138,19660425-2753,partner of
0,19700216-1016,19771231-2622,partner of
0,19250101-6716,19281202-7107,partner of
0,19980529-1677,19960404-2794,partner of
0,19890107-5511,19890107-9287,partner of
0,19250101-5154,19281027-8926,partner of
0,19250101-9449,19270517-0449,partner of
0,19990807-8839,19961206-5926,partner of
0,19990807-8839,19940730-6768,partner of
0,19961206-5926,19940730-6768,partner of
0,19750509-7267,19821012-3024,partner of
0,19730909-4796,19731209-4138,partner of
0,19490614-5653,19500203-7965,partner of
0,19900722-9942,19940221-3405,partner of
0,19961223-0345,19981114-5864,partner of
0,19640701-2129,19710127-1179,partner of
0,19880406-6795,19930407-9826,partner of
0,19930407-9826,20020721-0742,partner of
0,19290205-0206,19330420-8320,partner of
0,19750301-8444,19780730-5097,partner of
0,19830604-5494,19880803-5318,partner of
0,19250101-9573,19280202-0394,partner of
0,19630306-0639,19670730-4153,partner of
0,19560824-5361,19560824-3106,partner of
0,20010605-6367,19980101-7354,partner of
0,20010605-6367,19960831-9522,partner of
0,19980101-7354,19960831-9522,partner of
0,19250101-6466,19300613-7039,partner of
0,20010916-4251,20081231-1170,partner of
0,19540127-0201,19560427-0223,partner of
0,19940326-9175,20011109-9054,partner of
0,20030101-9239,20101231-5822,partner of
0,19670212-0793,19711104-6947,partner of
0,19400713-4913,19400713-2481,partner of
0,19920909-4256,19950822-0504,partner of
0,19260902-4378,19310420-8480,partner of
0,19990305-7811,19970330-2364,partner of
0,19620327-4213,19670914-5731,partner of
0,20020827-4340,19461122-9920,child of
1,19461122-9920,20020827-4340,parent of
0,20020827-4340,19960403-4506,partner of
0,20020101-0160,19560323-8037,child of
1,19560323-8037,20020101-0160,parent of
0,19640221-8967,19690108-6244,partner of
0,19541007-6494,19571204-6669,partner of
0,19731130-5166,19780813-2014,partner of
0,19250101-1537,19930101-5791,partner of
0,20030101-9632,20080112-1352,partner of
0,20030101-9245,20050723-5307,partner of
0,20030101-9990,20081217-0624,partner of
0,19890418-7930,19940529-3166,partner of
0,19480706-0284,19490930-7033,partner of
0,19880727-4648,19930402-2161,partner of
0,19760222-8421,19790129-4616,partner of
0,19590628-6686,19620421-3343,partner of
0,19811027-2277,19820518-0333,partner of
0,20030101-8553,20070517-9654,partner of
0,19610528-8582,19650831-2820,partner of
0,19610403-3157,19680517-1782,partner of
0,19250101-8228,19300731-1226,partner of
0,19990330-9230,19960101-1177,partner of
0,19530826-9931,19540601-2511,partner of
0,19900610-3910,19920729-2659,partner of
0,19361124-9196,19401102-1289,partner of
0,19741110-4062,19801217-1959,partner of
0,19260728-7073,19281124-7703,partner of
0,19980906-9694,19960728-7113,partner of
0,19631106-4881,19650730-6153,partner of
0,19990316-2750,19970702-2440,partner of
0,19990316-2750,19941108-2789,partner of
0,19970702-2440,19941108-2789,partner of
0,19560229-7633,19610701-1633,partner of
0,20031220-0395,19990414-1831,partner of
0,19591108-3528,19640521-8851,partner of
0,19630503-5473,19671001-5420,partner of
0,19990330-0399,19961111-8504,partner of
0,19990318-1458,19960414-3437,partner of
0,19621113-7297,19660828-4153,partner of
0,19981210-8473,19970601-8653,partner of
0,19981210-8473,19950120-7573,partner of
0,19970601-8653,19950120-7573,partner of
0,19480607-8821,19521128-5086,partner of
0,20001103-8829,20051225-8468,partner of
0,19991110-7583,20060925-6087,partner of
0,19250101-0798,19260516-9566,partner of
0,19720611-8564,19740809-5107,partner of
0,19950821-5933,19971228-9142,partner of
0,19651020-5927,19651020-4585,partner of
0,19250101-4197,19280703-8405,partner of
0,19250101-9127,19980925-2990,partner of
0,19420606-6510,19450225-9383,partner of
0,19340902-9724,19411231-3164,partner of
0,19980921-6687,19960809-6316,partner of
0,19370615-4733,19390721-0725,partner of
0,19980916-8988,19960707-9917,partner of
0,19560710-8711,19560710-1232,partner of
0,20000621-4720,19950318-3350,partner of
0,19740211-7487,19781228-3818,partner of
0,19810609-3121,19840602-2537,partner of
0,19810609-3121,19930101-7285,partner of
0,19840602-2537,19930101-7285,partner of
0,19250101-0755,19290910-7682,partner of
0,19360626-6015,19400529-6180,partner of
0,20030101-0967,20081203-1072,partner of
0,20031130-0235,19440114-4619,child of
1,19440114-4619,20031130-0235,parent of
0,20031130-0235,19980621-0305,partner of
0,19500306-2434,19520809-0642,partner of
0,19630715-4594,19660425-6074,partner of
0,19730524-0213,19780725-2612,partner of
0,19731106-5378,19771221-1283,partner of
0,19490411-8359,19530111-7491,partner of
0,20030913-9418,19870916-6094,child of
1,19870916-6094,20030913-9418,parent of
0,19720611-4827,19731001-7977,partner of
0,20030101-4222,20030321-3131,partner of
0,19250101-4049,19300329-1590,partner of
0,19981020-7148,19970106-6113,partner of
0,19671125-4598,19741015-6978,partner of
0,19980224-7499,19970112-9668,partner of
0,19980606-5064,19960829-3600,partner of
0,19980606-5064,19940101-2016,partner of
0,19960829-3600,19940101-2016,partner of
0,19920404-6906,19950826-9708,partner of
0,19431103-0369,19460919-7156,partner of
0,19390828-8842,19450108-4088,partner of
0,19980928-0627,19960621-7150,partner of
0,19570405-5406,19570405-2951,partner of
0,19920630-9837,19991231-2727,partner of
0,20030101-5051,20100102-5617,partner of
0,19841018-7697,19911231-4565,partner of
0,19630429-5965,19670415-8222,partner of
0,19580405-3316,19650406-7398,partner of
0,19291119-0471,19350803-4232,partner of
0,19881105-7362,19910927-4125,partner of
0,19650315-6814,19720927-4041,partner of
0,19480221-3172,19520221-9303,partner of
0,19990722-7911,19960731-9299,partner of
0,19990722-7911,19950327-6575,partner of
0,19960731-9299,19950327-6575,partner of
0,19760708-2675,19810312-3080,partner of
0,19940802-2913,19991119-2001,partner of
0,19990602-8755,19970114-9229,partner of
0,19990602-8755,19940623-1079,partner of
0,19970114-9229,19940623-1079,partner of
0,19351218-7634,19421231-0543,partner of
0,19800324-0917,19871231-8142,partner of
0,19830214-4351,19880129-8310,partner of
0,19750113-6845,19981129-6847,partner of
0,20030101-8681,20081210-7526,partner of
0,19551003-7971,19580826-9721,partner of
0,20030101-0035,20090706-8716,partner of
0,19811218-7895,19860621-1642,partner of
0,19790424-6738,19790802-9924,partner of
0,19470606-9368,19470616-3883,partner of
0,19431007-4676,19491224-5621,partner of
0,19990310-2000,19970430-3124,partner of
0,19990310-2000,19950415-7029,partner of
0,19970430-3124,19950415-7029,partner of
0,19540224-9055,19550703-5047,partner of
0,19400419-7291,19400419-9573,partner of
0,19700614-1499,19760519-4647,partner of
0,19310621-9432,19360908-8037,partner of
0,19640101-8119,19711231-9656,partner of
0,19550621-7889,19570323-3954,partner of
0,19650417-4960,19650829-9549,partner of
0,19990130-1248,20061231-8704,partner of
0,19350617-2050,19390819-0885,partner of
0,20030101-0705,20041013-8407,partner of
0,19750913-4673,19810308-2603,partner of
0,19260926-1750,19331231-3700,partner of
0,19570411-2790,19610209-0497,partner of
0,19981008-3598,19960831-5954,partner of
0,19600424-5180,19610421-7342,partner of
0,19940923-2692,19950218-6221,partner of
0,19750811-8603,19790410-4265,partner of
0,19820508-4151,19840527-0993,partner of
0,19581009-8477,19610411-4317,partner of
0,19620128-6467,19640509-4899,partner of
0,19991231-1598,19961006-3327,partner of
0,19991231-1598,19950612-4788,partner of
0,19961006-3327,19950612-4788,partner of
0,20030101-9166,20101231-4351,partner of
0,19851223-5631,19860801-6749,partner of
0,19620421-1011,19630915-7973,partner of
0,19980101-8200,19970413-1310,partner of
0,19980101-8200,19950621-4252,partner of
0,19970413-1310,19950621-4252,partner of
0,19920513-8064,19991231-7993,partner of
0,19451104-0090,19490307-3410,partner of
0,19690701-4666,19720726-9383,partner of
0,19990204-1470,19960101-7343,partner of
0,19761108-1329,19831224-0819,partner of
0,19461113-4655,19490506-0780,partner of
0,20020101-0213,19680925-2344,child of
1,19680925-2344,20020101-0213,parent of
0,19900620-3017,19930907-7217,partner of
0,19610624-1113,19620712-3814,partner of
0,19741217-5956,19780907-1730,partner of
0,19450209-7223,19461217-4009,partner of
0,19980624-9371,20040906-7627,partner of
0,19851105-4434,19921231-7381,partner of
0,19581220-7321,19651231-6226,partner of
0,19951011-9940,20000707-5831,partner of
0,20030504-2177,19600316-5032,child of
1,19600316-5032,20030504-2177,parent of
0,19500424-1879,19520117-0115,partner of
0,19560127-2981,19630305-4508,partner of
0,19300624-7572,19300906-4703,partner of
0,20030101-0207,20030214-8163,partner of
0,19750830-6364,19770920-1635,partner of
0,19900423-3137,19930508-8835,partner of
0,19490125-5985,19530214-9359,partner of
0,19980906-6404,19960810-1228,partner of
0,19650123-4387,19681210-8485,partner of
0,19850221-4587,19880711-3578,partner of
0,19430502-8783,19471124-5109,partner of
0,19731228-9671,19801024-5389,partner of
0,20030330-5428,19430430-2296,child of
1,19430430-2296,20030330-5428,parent of
0,20030330-5428,19990118-9449,partner of
0,20030330-5428,19960803-3574,partner of
0,19990118-9449,19960803-3574,partner of
0,19500504-8958,19540531-2630,partner of
0,20020701-7698,19421125-1790,child of
1,19421125-1790,20020701-7698,parent of
2,20020701-7698,19490119-3237,child of
3,19490119-3237,20020701-7698,parent of
0,19421125-1790,19490119-3237,partner of
0,20020701-7698,19930101-7731,partner of
0,19250101-0774,19301031-2446,partner of
0,19980724-2542,19961006-4835,partner of
0,19640408-1088,19651009-8559,partner of
0,19590626-0740,19620517-4436,partner of
0,19670409-4472,19690402-6083,partner of
0,19560702-8554,19570821-8931,partner of
0,19880131-9366,19951231-5144,partner of
0,19901130-9784,19901130-8075,partner of
0,19581006-3843,19621227-6262,partner of
0,20030101-0632,20030101-0470,partner of
0,19530318-6636,19561124-1985,partner of
0,19250101-2984,19281113-5827,partner of
0,20030207-8565,19710707-1889,child of
1,19710707-1889,20030207-8565,parent of
0,19810615-9155,19850528-9631,partner of
0,19800525-2869,19930101-3333,partner of
0,19250101-1319,19250101-7536,partner of
0,19980820-6738,19970128-8427,partner of
0,19710829-4015,19751101-7815,partner of
0,19910627-7331,19950104-5000,partner of
0,19790516-6021,19850822-9532,partner of
0,19850822-9532,19960803-6487,partner of
0,20031231-7265,19960803-6487,partner of
0,19640331-9789,19680325-5237,partner of
0,19360712-3092,19410127-2866,partner of
0,19410712-1250,19430508-4610,partner of
0,19480307-9216,19480307-3534,partner of
0,19980331-5096,19961205-7251,partner of
0,19860321-7466,19870918-9688,partner of
0,19801114-1008,19850810-6109,partner of
0,19471207-7896,19510813-8438,partner of
0,19790111-9503,19840605-7049,partner of
0,19861017-1154,19900603-7751,partner of
0,19790520-3522,19841110-0469,partner of
0,19841204-1752,19900311-8380,partner of
0,20030401-3850,19430716-9554,child of
1,19430716-9554,20030401-3850,parent of
0,20030401-3850,19980711-8882,partner of
0,20030401-3850,19961219-8936,partner of
0,19980711-8882,19961219-8936,partner of
0,19490202-4070,19530629-0022,partner of
0,20030101-0403,20101221-2118,partner of
0,19811029-0531,19850404-0918,partner of
0,19430710-6251,19451012-5176,partner of
0,19540511-5316,19600111-9765,partner of
0,19820109-4781,19861101-4851,partner of
0,20030101-4369,20061225-0634,partner of
0,19800726-1203,19800919-9858,partner of
0,19810904-2761,19820324-1127,partner of
0,19541225-2977,19551015-7218,partner of
0,19690122-1422,19740715-9801,partner of
0,19250101-0696,19280824-3148,partner of
0,19910704-5966,19981231-9993,partner of
0,19731205-2440,19801231-7037,partner of
0,19560424-3828,19560424-1757,partner of
0,19821025-5905,19850711-1481,partner of
0,19370404-4301,19410405-6065,partner of
0,19980705-8466,19960816-8075,partner of
0,19450305-7615,19470210-6554,partner of
0,19640702-8792,19640702-5880,partner of
0,19940114-4631,19990428-7252,partner of
0,19320711-8494,19380625-4142,partner of
0,19811213-7030,19850113-6051,partner of
0,19570426-5071,19590402-0468,partner of
0,19531117-4253,19551230-5892,partner of
0,20030101-1617,20071123-7747,partner of
0,19570831-4535,19620508-8745,partner of
0,19580614-7427,19600810-8787,partner of
0,19381106-5923,19431017-7792,partner of
0,19981229-9539,19960414-3625,partner of
0,19810727-4991,19860620-7049,partner of
0,19750805-0152,19751216-0081,partner of
0,19250727-7721,19291014-3321,partner of
0,20030825-3263,19500621-9768,child of
1,19500621-9768,20030825-3263,parent of
0,19980614-0127,20030417-4110,partner of
0,19920114-2207,19960310-6631,partner of
0,19981028-8964,19970330-7920,partner of
0,19630402-6727,19701231-3741,partner of
0,19270326-6118,19301207-0075,partner of
0,19980101-8849,19970829-6602,partner of
0,19980101-8849,19940101-0257,partner of
0,19970829-6602,19940101-0257,partner of
0,19590131-5781,19650119-9384,partner of
0,19600528-8402,19621123-0764,partner of
0,19980221-2554,19960713-8094,partner of
0,19980221-2554,19951014-9233,partner of
0,19960713-8094,19951014-9233,partner of
0,20011106-7187,20070705-5559,partner of
0,19250101-6917,19301017-2944,partner of
0,19991029-1449,19950218-9845,partner of
0,19420705-4933,19460914-8237,partner of
0,19281027-6823,19330219-7684,partner of
0,19980510-9006,20030828-4497,partner of
0,19271003-5108,19340307-6418,partner of
0,20030916-5884,19420917-6146,child of
1,19420917-6146,20030916-5884,parent of
0,19561030-8688,19561030-2251,partner of
0,19420723-4162,19450607-6815,partner of
0,19250101-1552,19271204-5622,partner of
0,19620623-8473,19670518-3497,partner of
0,19770808-8544,19790930-6553,partner of
0,19990330-5280,19970330-4666,partner of
0,19850312-2872,19891111-2475,partner of
0,19850422-0359,19881010-4650,partner of
0,19340114-3399,19340114-3022,partner of
0,19790807-9403,19851117-8033,partner of
0,19460719-4958,19530220-4403,partner of
0,20030426-2092,19490629-9635,child of
1,19490629-9635,20030426-2092,parent of
0,20030426-2092,19980927-9413,partner of
0,20030426-2092,19960224-1176,partner of
0,19980927-9413,19960224-1176,partner of
0,19530810-3521,19590513-0098,partner of
0,19701021-0984,19740919-0926,partner of
0,19590526-8748,19640313-2836,partner of
0,19690130-5804,19761104-8161,partner of
0,20020811-4446,20090423-7181,partner of
0,19530727-5947,19541117-1906,partner of
0,19671006-5592,19671006-4900,partner of
0,19400716-7655,19430205-7563,partner of
0,19981020-4251,19961007-2867,partner of
0,19800324-5218,19830124-2480,partner of
0,19700411-9774,19740630-7374,partner of
0,20000104-0891,20010520-1933,partner of
0,19751219-2628,20000922-7161,partner of
0,19460609-9950,19510418-0323,partner of
0,19470611-1767,19470903-9373,partner of
0,19600927-7991,19650508-5391,partner of
0,19580405-5901,19640213-5019,partner of
0,19710320-4993,19730214-0713,partner of
0,19660412-1079,19671208-8199,partner of
0,19701206-3684,19740228-4767,partner of
0,19771224-2652,19771224-3685,partner of
0,19250101-9154,19300513-6330,partner of
0,19581028-0103,19640903-6604,partner of
0,19740313-4453,19720214-3654,child of
1,19720214-3654,19740313-4453,parent of
0,19680203-5165,19701004-8908,partner of
0,19690812-4568,19730613-1862,partner of
0,19250101-7279,19280629-1320,partner of
0,19791013-1677,19791013-5381,partner of
0,19980527-6046,19960518-6503,partner of
0,19750830-2519,19760630-9345,partner of
0,19721210-9917,19771123-6975,partner of
0,19540816-8229,19600923-0325,partner of
0,20030222-6216,19440820-2130,child of
1,19440820-2130,20030222-6216,parent of
2,20030222-6216,19480521-7758,child of
3,19480521-7758,20030222-6216,parent of
0,19440820-2130,19480521-7758,partner of
0,20030222-6216,19990217-0004,partner of
0,20030222-6216,19960813-0876,partner of
0,19990217-0004,19960813-0876,partner of
0,20000101-9471,20011026-6399,partner of
0,19981216-4209,19970218-9757,partner of
0,19650225-4908,19651212-2328,partner of
0,19680802-5750,19710823-3433,partner of
0,20020729-1388,20080418-6770,partner of
0,19440616-7238,19490717-3258,partner of
0,19970625-6282,20010529-3403,partner of
0,20030101-8865,20060318-1645,partner of
0,19470507-7702,19481025-0375,partner of
0,19951123-7968,20021231-2246,partner of
0,19860926-7201,19900309-7222,partner of
0,19581228-8104,19610827-9509,partner of
0,20001215-2684,19940710-6127,partner of
0,19630120-0128,19630120-9026,partner of
0,19450722-9229,19450722-5217,partner of
0,19670824-8666,19680730-5057,partner of
0,20030101-0613,20040302-2943,partner of
0,19540319-6591,19561129-9747,partner of
0,20030101-7915,20091003-3875,partner of
0,20030101-1752,20030101-4355,partner of
0,19390829-9849,19400320-2806,partner of
0,19650403-6822,19651213-3301,partner of
0,19250101-2547,19260312-5544,partner of
0,20030101-0500,20071001-3485,partner of
0,19490810-5634,19550427-1837,partner of
0,19721113-2734,19950806-0796,partner of
0,20030101-7069,20041226-4373,partner of
0,19880930-6414,19900701-6550,partner of
0,19770926-7769,19840910-5742,partner of
0,19820905-3672,19891231-9486,partner of
0,19800210-0064,19821012-7417,partner of
0,19841121-6802,19870130-9413,partner of
0,19830503-1000,19870117-8371,partner of
0,19660629-2410,19700919-4644,partner of
0,20021227-6053,19510501-9081,child of
1,19510501-9081,20021227-6053,parent of
2,20021227-6053,19540525-6600,child of
3,19540525-6600,20021227-6053,parent of
0,19510501-9081,19540525-6600,partner of
0,20021227-6053,19960331-7652,partner of
0,19550813-5189,19560516-8155,partner of
0,19740227-5717,19811231-1668,partner of
0,19651014-5927,19680715-4160,partner of
0,19790727-7522,19840705-6363,partner of
0,20030101-4098,20030101-9175,partner of
0,19250101-0488,19251023-2224,partner of
0,19250101-9559,19290622-8990,partner of
0,19980203-9631,20040207-7624,partner of
0,19680321-6331,19730820-7398,partner of
0,19511001-2773,19570131-1838,partner of
0,19980602-2137,19960423-1519,partner of
0,19580511-3571,19610220-5048,partner of
0,19740824-1716,19790620-1971,partner of
0,19740709-8326,19780627-5218,partner of
0,19631213-3123,19660720-8944,partner of
0,19950619-4501,19961031-0928,partner of
0,19791026-4693,19810906-8414,partner of
0,19560620-6591,19600805-3727,partner of
0,19470903-0413,19500716-6766,partner of
0,19490403-6069,19561231-1211,partner of
0,19901017-6511,19961107-3207,partner of
0,19451127-7928,19501220-1059,partner of
0,19750324-9852,19821231-7378,partner of
0,20030101-1343,20050209-0963,partner of
0,19250101-9679,19290129-4525,partner of
0,19860117-1990,19900225-7974,partner of
0,19590321-2399,19590328-7880,partner of
0,19680503-7870,19700801-6009,partner of
0,19681205-3361,19731016-1350,partner of
0,19640321-4517,19660520-1800,partner of
0,19870102-7544,19931115-4087,partner of
0,20030101-4132,20070412-9824,partner of
0,19621218-4168,19631005-6897,partner of
0,20030101-8808,20061129-1233,partner of
0,19340720-0699,19390830-2848,partner of
0,19660525-3310,19680926-2316,partner of
0,20020101-3260,19580326-5160,child of
1,19580326-5160,20020101-3260,parent of
0,19500808-1609,19571105-4304,partner of
0,19610627-0491,19640403-2057,partner of
0,19980627-8099,20021213-1594,partner of
0,19640405-4028,19681220-5658,partner of
0,19400221-7733,19421005-1095,partner of
0,20010525-7866,19980925-6749,partner of
0,20010525-7866,19961214-8251,partner of
0,19980925-6749,19961214-8251,partner of
0,19251215-8362,19290220-4923,partner of
0,19760304-2805,19820420-3898,partner of
0,19841220-6800,19871103-9530,partner of
0,20030101-6119,20061122-9101,partner of
0,19990321-9523,19970330-0176,partner of
0,19480211-7457,19521130-4491,partner of
0,19630111-9547,19680708-6729,partner of
0,19520610-0901,19580112-8344,partner of
0,19841227-5281,19911211-1175,partner of
0,20030101-4249,20030101-9189,partner of
0,19980422-8368,19960607-0905,partner of
0,20000101-3169,19951117-1339,partner of
0,20030101-4667,20070226-1033,partner of
0,19690606-0447,19751219-5648,partner of
0,19430109-9265,19440722-9095,partner of
0,19951220-6400,20000422-1494,partner of
0,19250101-9907,19320821-1238,partner of
0,19810930-3915,19930217-3545,partner of
0,19840125-8816,19930217-3545,partner of
0,19790824-3495,19851218-5329,partner of
0,19980101-4740,19960821-9520,partner of
0,20030618-0893,19431110-1023,child of
1,19431110-1023,20030618-0893,parent of
2,20030618-0893,19431110-0388,child of
3,19431110-0388,20030618-0893,parent of
0,19431110-1023,19431110-0388,partner of
0,19660209-9107,19680703-5401,partner of
0,19710518-1567,19740831-4099,partner of
0,19671217-3637,19730623-5363,partner of
0,20030101-9536,20050226-2565,partner of
0,19401106-4962,19470527-1843,partner of
0,20000930-2896,19951209-8693,partner of
0,19250101-1560,19310714-6733,partner of
0,19730317-5299,19780929-4619,partner of
0,19710517-5599,19760515-7208,partner of
0,19480801-1933,19550205-9381,partner of
0,19600327-6233,19670609-4172,partner of
0,19561229-4915,19590121-0482,partner of
0,19691227-3536,19761231-3252,partner of
0,19800423-3600,19820629-5824,partner of
0,19870617-3815,19930814-3172,partner of
0,19850923-0870,19911107-8043,partner of
0,19980919-5947,19961106-7750,partner of
0,20010421-4159,20020412-2414,partner of
0,19881221-7669,19940605-9906,partner of
0,19250101-6579,19260709-6778,partner of
0,19980704-8543,19960101-8422,partner of
0,20020101-4148,19500815-4918,child of
1,19500815-4918,20020101-4148,parent of
2,20020101-4148,19510610-8293,child of
3,19510610-8293,20020101-4148,parent of
0,19500815-4918,19510610-8293,partner of
0,20020101-4148,19951112-5328,partner of
0,20010220-9366,20031130-3361,partner of
0,19481211-7448,19511003-0219,partner of
0,19621116-5025,19660715-7790,partner of
0,19670110-3807,19731215-1196,partner of
0,19430608-5445,19460422-4426,partner of
0,19570118-8888,19620102-1343,partner of
0,19550816-2719,19581031-6212,partner of
0,19750115-0033,20001031-5978,partner of
0,19670428-3736,19720119-2749,partner of
0,19691006-1654,19760101-9590,partner of
0,20000904-9733,19930418-3913,partner of
0,19580624-7135,19651113-1876,partner of
0,19990124-3794,20030212-8011,partner of
0,19570603-4740,19620116-4402,partner of
0,19980121-5924,19960225-6511,partner of
0,19970228-7135,20010311-8983,partner of
0,19250101-9112,19300207-7626,partner of
0,19790427-9959,19850710-8533,partner of
0,19810725-2278,19841031-8330,partner of
0,19721227-1501,19790216-7540,partner of
0,19400829-4816,19430203-0150,partner of
0,19500322-2798,19530410-2375,partner of
0,19570704-8991,19640218-1851,partner of
0,19460109-0569,19480316-2396,partner of
0,19570420-3803,19640814-0996,partner of
0,19700713-4359,19750429-2628,partner of
0,19490331-2738,19510409-4310,partner of
0,20030101-8932,20080317-0675,partner of
0,19460328-6980,19520919-3566,partner of
0,19760612-5144,19831231-2420,partner of
0,19610810-4448,19681231-5202,partner of
0,19701021-1925,19740902-6703,partner of
0,19270722-2731,19311003-8740,partner of
0,19320513-0172,19360826-8596,partner of
0,20030101-8623,20090822-6372,partner of
0,19270719-9438,19330424-7651,partner of
0,19540507-7229,19590508-3133,partner of
0,19700430-7761,19731125-0557,partner of
0,19990330-2310,19960309-6491,partner of
0,19910726-0029,19961115-2369,partner of
0,19291014-0830,19291014-0918,partner of
0,19980914-1842,19960315-8236,partner of
0,19580505-3613,19631203-3590,partner of
0,19510820-4905,19570922-2359,partner of
0,19980330-6737,19960129-0838,partner of
0,19591218-3409,19610809-3280,partner of
0,19411111-9835,19441008-8486,partner of
0,19810920-7032,19850619-6328,partner of
0,20030101-7809,20051228-0714,partner of
0,19560505-9106,19590419-3277,partner of
0,19510919-3924,19550710-4161,partner of
0,20030101-0588,20100612-0607,partner of
0,19371112-3413,19421106-7695,partner of
0,19770610-2978,19810626-0258,partner of
0,19250101-6754,19300201-6792,partner of
0,19680504-1843,19700806-4661,partner of
0,19780909-6568,19781204-6295,partner of
0,19890823-9571,19961014-9918,partner of
0,19820529-0164,19871208-3919,partner of
0,19590904-1669,19610214-3432,partner of
0,20020101-3342,19540115-1061,child of
1,19540115-1061,20020101-3342,parent of
2,20020101-3342,19560329-7951,child of
3,19560329-7951,20020101-3342,parent of
0,19540115-1061,19560329-7951,partner of
0,19351018-0305,19401110-2008,partner of
0,19980127-5660,19960327-5641,partner of
0,19550911-8832,19570518-4185,partner of
0,19471026-4917,19521130-6199,partner of
0,19540613-1784,19610529-3184,partner of
0,20031105-9194,19420507-0414,child of
1,19420507-0414,20031105-9194,parent of
0,20031105-9194,19970527-7132,partner of
0,19490530-4319,19520919-2277,partner of
0,19820804-4140,19841210-9185,partner of
0,19400601-4826,19441212-5878,partner of
0,19560124-3291,19570228-0381,partner of
0,19250101-5914,19251116-1053,partner of
0,19981120-3529,19970117-9643,partner of
0,19530526-0252,19560924-2991,partner of
0,19360515-0974,19420218-7080,partner of
0,19560118-3912,19570813-4061,partner of
0,19250101-4275,19300418-4180,partner of
0,19451204-5337,19460724-7529,partner of
0,19450918-2831,19480222-9426,partner of
0,19990226-7309,19970105-8364,partner of
0,20030101-7341,20071008-3274,partner of
0,20030122-5506,19790311-2949,child of
1,19790311-2949,20030122-5506,parent of
0,20030122-5506,19930419-5276,partner of
0,19271205-9333,19271205-2548,partner of
0,19590610-3796,19610423-2092,partner of
0,19450401-6670,19470802-2010,partner of
0,19930415-5986,19980720-6853,partner of
