,personNr1,personNr2,connection
4,19970226-8065,19950730-0511,partner of
0,19950920-3062,19980420-9013,partner of
0,19570322-6633,19590528-2723,partner of
0,19560909-9848,19610322-4652,partner of
0,19290630-6032,19960428-3588,partner of
0,19590117-2510,19620929-5489,partner of
0,19900225-8742,19900625-5660,partner of
0,19760601-5020,19760601-5428,partner of
0,19671017-9631,19710806-0157,partner of
0,19670519-6999,19670519-5044,partner of
0,20030330-3340,20101231-1129,partner of
0,20031231-6842,20101231-2472,partner of
0,19470203-9923,19480527-3220,partner of
0,19991231-9397,19960426-7894,partner of
1,19991231-9397,19940705-2270,partner of
2,19960426-7894,19940705-2270,partner of
0,19870906-0168,19880703-2933,partner of
0,19290113-8320,19340607-6048,partner of
0,19600310-7168,19620605-7622,partner of
0,19591127-9232,19630815-1464,partner of
0,19770508-1260,19820902-1983,partner of
0,19390818-7319,19430719-6801,partner of
0,19680608-4058,19720523-3077,partner of
0,20031231-1963,20040304-5092,partner of
0,19510509-8747,19530828-1147,partner of
0,19850115-1182,19850720-8614,partner of
0,20031231-4706,20031231-8512,partner of
0,20021226-9935,19750715-1142,child of
1,19750715-1142,20021226-9935,parent of
2,20021226-9935,19800626-8695,child of
3,19800626-8695,20021226-9935,parent of
0,19750715-1142,19800626-8695,partner of
1,19800626-8695,19930101-5737,partner of
2,20021226-9935,19930101-5737,partner of
0,19250101-3308,19310411-3007,partner of
0,19730520-8846,19791001-0190,partner of
0,19650405-8001,19670717-1141,partner of
0,20030417-9864,19821122-3861,child of
1,19821122-3861,20030417-9864,parent of
0,19821122-3861,19940222-1559,partner of
1,20030417-9864,19940222-1559,partner of
0,19580422-6451,19650526-9311,partner of
0,19700719-9236,19771231-7390,partner of
0,19760805-3942,19800815-8494,partner of
0,19380214-3499,19450906-7799,partner of
0,19970306-0865,19970306-2641,partner of
0,20030623-3382,19710829-7162,child of
1,19710829-7162,20030623-3382,parent of
2,20030623-3382,19750316-1909,child of
3,19750316-1909,20030623-3382,parent of
0,19710829-7162,19750316-1909,partner of
1,20030623-3382,19991231-9214,partner of
0,19391014-6742,19421225-4338,partner of
0,19250101-5672,19290403-6562,partner of
0,19951107-2973,19990118-0909,partner of
0,19730101-8129,19780819-2508,partner of
0,20031231-1237,20081130-5275,partner of
0,19651125-9979,19710112-8158,partner of
0,20020209-6203,19441008-8661,child of
1,20031005-4175,19441008-8661,child of
2,19441008-8661,20020209-6203,parent of
3,19441008-8661,20031005-4175,parent of
4,20020209-6203,20031005-4175,siblings
0,19530912-8321,19601031-3465,partner of
0,19870430-2069,19920515-4243,partner of
0,19250101-0764,19261102-7952,partner of
0,19490926-3387,19520318-4316,partner of
0,19550803-3253,19600916-2469,partner of
1,19990526-4821,19960731-7755,partner of
2,19990526-4821,19950223-0585,partner of
3,19960731-7755,19950223-0585,partner of
0,19830826-1455,19830826-0608,partner of
0,19571230-4531,19580620-3976,partner of
0,19951228-3384,19970421-3295,partner of
0,19550920-9911,19620703-3887,partner of
0,19560315-5717,19580322-9367,partner of
0,19981120-1465,19960311-1694,partner of
0,19980425-0678,19960101-2946,partner of
0,19760703-0792,19811129-3246,partner of
0,19670923-6552,19670923-9210,partner of
0,19280110-6007,19301206-0756,partner of
0,19250101-8102,19270105-9194,partner of
0,20031231-2241,20060415-6938,partner of
0,19580503-0634,19621021-2701,partner of
0,19250101-6639,19270915-0134,partner of
0,19700910-9500,19750605-7156,partner of
0,19950310-2363,19961231-9626,partner of
0,19390213-6986,19420708-4516,partner of
0,19270826-2539,19290115-9145,partner of
0,19531220-2826,19570521-6098,partner of
0,19681120-5586,19740409-2785,partner of
0,19581103-0047,19611027-4073,partner of
0,19490922-3381,19551113-4730,partner of
0,20031231-0432,20101231-0236,partner of
0,20010213-9135,19940521-6727,partner of
0,19371018-5793,19421023-7297,partner of
0,19620828-5857,19650709-2344,partner of
0,19410627-0800,19430526-0104,partner of
0,19900331-9754,19971231-9227,partner of
0,19640918-4183,20010204-9906,partner of
0,19660506-6105,19711127-0584,partner of
1,19980625-9455,19960922-5689,partner of
0,19390920-6438,19981124-0539,partner of
1,19390920-6438,19970202-2456,partner of
2,19981124-0539,19970202-2456,partner of
0,19470428-4692,19531029-6729,partner of
0,19851031-4648,19890720-8764,partner of
0,19631102-2203,19661204-3434,partner of
0,19860112-2304,19860724-5975,partner of
0,19690109-2631,19710821-5185,partner of
0,20031231-3111,20070321-9490,partner of
0,19980721-9132,19960429-2078,partner of
0,19630515-5327,19680908-8688,partner of
0,19340202-0275,19390618-6103,partner of
0,19991231-0200,19970317-2064,partner of
1,19991231-0200,19950216-9945,partner of
2,19970317-2064,19950216-9945,partner of
0,19390421-8408,19390719-8275,partner of
0,19400222-9335,19400703-2299,partner of
0,19890304-7570,19961231-5349,partner of
0,19730623-6441,19770420-4694,partner of
0,19301121-4807,19320119-4361,partner of
0,19890309-5156,19900810-0232,partner of
0,20030110-1887,19430531-9358,child of
1,19430531-9358,20030110-1887,parent of
2,20030110-1887,19460622-6362,child of
3,19460622-6362,20030110-1887,parent of
0,19430531-9358,19460622-6362,partner of
1,20030110-1887,19941221-0791,partner of
0,19710622-5716,19741206-5441,partner of
0,19680526-9703,19690908-2972,partner of
0,19691212-7461,19740312-0684,partner of
0,20020405-3919,19500109-0829,child of
1,19500109-0829,20020405-3919,parent of
0,19951014-5312,19991114-3102,partner of
0,19900409-2242,19930823-8085,partner of
0,19990308-6195,19960101-6863,partner of
0,19730213-1761,19740803-9886,partner of
0,19801105-4128,19871231-5671,partner of
0,19310926-6353,19351031-7789,partner of
0,20031231-7750,20071129-0744,partner of
0,19630512-5350,19690916-6309,partner of
0,19610606-3275,19641102-9243,partner of
0,19250101-6534,19320523-6591,partner of
0,19460105-1130,19490819-1996,partner of
0,19490124-2209,19530904-6930,partner of
0,20031231-6800,19880202-7966,child of
1,19880202-7966,20031231-6800,parent of
0,19250101-4709,19310120-2596,partner of
0,19710610-9917,19730407-2867,partner of
0,19400714-3647,19411109-3393,partner of
0,20031231-2572,20080719-7816,partner of
0,19871121-8049,19931130-2623,partner of
0,19250101-2840,19280622-3146,partner of
0,19980101-6725,19961110-1703,partner of
0,19881005-4101,19881005-6352,partner of
0,20031231-1305,20070222-6740,partner of
0,19491111-4933,19531129-1461,partner of
0,20031231-8821,20081121-9362,partner of
0,19540418-2455,19551010-5705,partner of
0,19810825-4291,19820307-1584,partner of
0,19250101-8265,19321231-4954,partner of
0,19710615-7501,19720311-5925,partner of
0,19861108-3004,19900902-3463,partner of
0,19890714-2142,19950206-5559,partner of
0,19620717-8532,19691231-7132,partner of
0,19861223-4696,19880718-6198,partner of
0,19960916-2697,19990311-2693,partner of
0,20031231-7068,20070516-6555,partner of
0,19460809-7803,19510203-5837,partner of
0,19900123-6360,19911027-5444,partner of
0,19491031-8512,19560127-1795,partner of
0,19391104-2602,19421108-9741,partner of
1,19990115-3733,19970330-8049,partner of
0,20020421-1379,19581127-1115,child of
1,19581127-1115,20020421-1379,parent of
2,20020421-1379,19651231-4004,child of
3,19651231-4004,20020421-1379,parent of
0,19581127-1115,19651231-4004,partner of
0,19351203-6623,19381128-7044,partner of
1,19980121-9151,19960508-4395,partner of
0,19851108-4015,19890314-5000,partner of
0,19811202-4205,19840605-2891,partner of
0,20020411-1676,19600207-3921,child of
1,19600207-3921,20020411-1676,parent of
0,20020411-1676,19980702-3222,partner of
0,19451127-5968,19520328-4664,partner of
0,19490417-1964,19531021-5392,partner of
0,20031231-9687,20071007-8509,partner of
0,20021202-6648,19500501-8628,child of
1,19500501-8628,20021202-6648,parent of
0,20021202-6648,19980101-0071,partner of
1,20021202-6648,19961202-9917,partner of
2,19980101-0071,19961202-9917,partner of
0,19930115-3499,19940228-3627,partner of
0,19430805-1545,19451003-3303,partner of
0,19250517-4778,19250517-6263,partner of
0,19320109-6903,19330531-4585,partner of
0,19620618-1793,19690227-4070,partner of
0,19250101-5405,19290725-2681,partner of
0,19430603-3583,19500108-4879,partner of
0,19941021-4162,19960814-0414,partner of
0,20031231-3645,20041108-6258,partner of
0,19250101-4645,19980417-4074,partner of
0,19460616-9777,19500913-3027,partner of
1,19980423-9017,19961028-3247,partner of
0,19340523-0204,19370119-6159,partner of
0,19960624-5025,19990905-3073,partner of
1,19960624-5025,19990905-3103,partner of
2,19990905-3073,19990905-3103,partner of
0,19980926-2272,19971231-2091,partner of
1,19980926-2272,19940405-9867,partner of
2,19971231-2091,19940405-9867,partner of
0,19630714-5929,19701231-6185,partner of
0,19611117-7004,19680521-7066,partner of
0,20021011-0926,19850324-1378,child of
1,19850324-1378,20021011-0926,parent of
0,19751212-3550,19770103-5893,partner of
0,19580123-5513,19620903-5720,partner of
0,19930328-8407,19930328-1876,partner of
0,19700616-4432,19710811-3132,partner of
0,19830606-0639,19880822-2289,partner of
0,19920420-8911,19921211-4924,partner of
0,19980814-4970,19991030-1505,partner of
0,19610406-8281,19681118-7446,partner of
0,20020703-2446,19760111-4858,child of
1,19760111-4858,20020703-2446,parent of
0,19700511-1107,19750429-1450,partner of
0,19660528-7292,19700830-3905,partner of
0,19831221-2964,19890727-3612,partner of
0,19430608-5343,20030326-6892,partner of
1,20030326-6892,19941001-0546,partner of
0,19851010-8611,19881011-2782,partner of
0,19720331-3500,19770303-9641,partner of
0,19760330-7725,19780121-9898,partner of
0,19620307-6302,19691231-4153,partner of
0,19400725-1614,19431201-5701,partner of
1,19980826-5534,19970423-6689,partner of
2,19980826-5534,19951008-3392,partner of
3,19970423-6689,19951008-3392,partner of
0,19730712-2015,19770831-4735,partner of
0,19461028-0094,19461028-0781,partner of
0,20031231-5605,20031231-2713,partner of
0,19650925-7067,19660909-6926,partner of
0,20021001-5372,19480809-6405,child of
1,19480809-6405,20021001-5372,parent of
2,20021001-5372,19531207-4311,child of
3,19531207-4311,20021001-5372,parent of
0,19480809-6405,19531207-4311,partner of
1,20021001-5372,19930303-0904,partner of
0,19921129-0089,19951205-9283,partner of
0,19250101-8359,19281109-0101,partner of
0,19850302-9249,19891029-7987,partner of
0,19400506-9438,19421008-4699,partner of
0,19990330-7357,19960717-2905,partner of
0,19950129-0738,19981029-3339,partner of
0,20031231-7140,20050413-8298,partner of
0,19940517-6733,19961107-1303,partner of
0,19400909-0997,19450103-6932,partner of
1,20001116-1230,19951102-6682,partner of
0,19980406-1557,20011126-2084,partner of
0,19981216-6376,19970208-9708,partner of
1,19981216-6376,19951231-6101,partner of
2,19970208-9708,19951231-6101,partner of
0,19850727-8682,19871203-9892,partner of
0,19980728-4565,20040701-2642,partner of
0,19420528-8957,19470622-7298,partner of
0,19570529-8879,19581221-3834,partner of
0,19750327-0965,19800402-9039,partner of
0,19990223-7463,19960101-7963,partner of
1,19990223-7463,19950915-4767,partner of
2,19960101-7963,19950915-4767,partner of
0,20031231-0971,20101231-2887,partner of
0,19480614-8482,19490905-6573,partner of
0,19910109-9428,19950114-0580,partner of
0,19890625-9599,19941121-9500,partner of
0,19740630-4887,19760801-1701,partner of
0,19850629-1736,19900102-3126,partner of
0,19800316-9439,19871231-7537,partner of
0,19390907-7219,19391108-6329,partner of
0,19981020-4357,19970418-0631,partner of
1,19981020-4357,19951231-3847,partner of
2,19970418-0631,19951231-3847,partner of
0,19290704-1867,19361227-7181,partner of
1,19990420-2379,19970120-2707,partner of
2,19990420-2379,19950703-8074,partner of
3,19970120-2707,19950703-8074,partner of
0,19640426-1828,19681027-0672,partner of
0,19711229-0917,19781113-6590,partner of
0,20021022-3482,19430319-7139,child of
1,19430319-7139,20021022-3482,parent of
2,20021022-3482,19450107-1988,child of
3,19450107-1988,20021022-3482,parent of
0,19430319-7139,19450107-1988,partner of
1,20021022-3482,19981010-2962,partner of
2,20021022-3482,19970112-7548,partner of
3,19981010-2962,19970112-7548,partner of
0,19511208-1457,19530525-2214,partner of
0,19580821-6407,19590225-4559,partner of
0,19710505-5764,19741023-2932,partner of
0,19910103-6793,19950327-9923,partner of
0,19700628-0892,19741019-9893,partner of
0,19640624-4609,19680501-2153,partner of
0,19500723-5151,19520725-8978,partner of
0,19980211-5734,19960101-0235,partner of
0,19980724-6322,19960726-1450,partner of
0,19570115-0893,19580104-2802,partner of
0,20000726-8952,20041209-2355,partner of
0,19250101-5055,19290329-6698,partner of
0,19780806-3551,19851231-0168,partner of
0,20030324-2781,19691225-1238,child of
1,19691225-1238,20030324-2781,parent of
0,19800301-1490,19820803-5600,partner of
0,19250101-2975,19290707-8581,partner of
1,19980429-6763,19960907-9006,partner of
0,19980301-5442,19960811-8742,partner of
0,19320408-5100,19340906-1478,partner of
0,19250101-2220,19290324-5116,partner of
0,19890501-3447,19940715-0687,partner of
0,20000424-1025,20021013-6032,partner of
0,19701018-6515,19750103-0845,partner of
0,19911120-7169,19950922-1906,partner of
0,19680705-3236,19730528-4749,partner of
0,19750112-6096,19790603-7937,partner of
0,19550710-8037,19620528-7155,partner of
0,19920402-6164,19941224-7045,partner of
0,19980315-5052,19970330-8331,partner of
0,19741007-7034,19741015-0170,partner of
0,19290720-6410,19341212-9224,partner of
1,19980317-3692,19970213-1813,partner of
0,19460118-1021,19531231-4171,partner of
0,19990603-5285,19971231-1659,partner of
1,19990603-5285,19940603-4162,partner of
0,20031231-9058,20031231-8409,partner of
0,19660510-9839,19680713-5162,partner of
0,19330630-2690,19360110-3723,partner of
0,20020101-5890,19740118-9773,child of
1,19740118-9773,20020101-5890,parent of
0,19330329-2459,19380920-0259,partner of
0,19650917-3632,19650917-6730,partner of
1,19990128-9841,19970122-6877,partner of
0,19440417-0658,19501008-0981,partner of
0,19250101-8875,19320208-7948,partner of
1,19990330-8371,19960101-1278,partner of
0,19480110-2759,19550313-1436,partner of
0,19781101-8969,19850729-7860,partner of
0,19831122-6512,19890604-6578,partner of
0,19991122-0194,20031123-7146,partner of
0,19250101-6453,19280217-8911,partner of
0,19650918-6034,19671120-0833,partner of
0,19670512-8577,19741120-2681,partner of
0,19670501-4226,19690823-2723,partner of
0,19770209-0033,19801117-7904,partner of
0,19250101-3410,19300508-4772,partner of
0,19530717-5787,19581022-8947,partner of
0,19250101-1411,19321231-2994,partner of
0,19620324-0493,19680307-7787,partner of
0,19850110-9971,19920730-1089,partner of
0,19390406-6493,19461231-4614,partner of
0,19610420-5781,19641031-1097,partner of
0,19321112-2280,19321112-5498,partner of
0,19591202-0834,19620202-9434,partner of
0,19701214-1904,19680711-6664,child of
1,19680711-6664,19701214-1904,parent of
2,20031130-3432,19680711-6664,child of
3,19680711-6664,20031130-3432,parent of
0,19701214-1904,20031130-3432,partner of
1,19701214-1904,19991231-6412,partner of
2,20031130-3432,19991231-6412,partner of
0,19810523-2456,19830425-7564,partner of
1,19830425-7564,19960506-9801,partner of
0,19820427-6425,19861025-5119,partner of
0,19441015-3705,19511119-6556,partner of
0,19801108-4298,19871231-4403,partner of
0,19980101-6240,19960312-0562,partner of
0,19541122-8714,19581213-6066,partner of
0,19710226-3124,19750217-9409,partner of
0,19320630-0244,19340604-5912,partner of
0,19330111-0462,19330123-7719,partner of
0,19591225-3081,19630807-4097,partner of
0,19740628-7375,19790729-7364,partner of
0,19390707-4155,19440802-9762,partner of
0,19310817-6173,19350426-9917,partner of
0,19630226-6410,19690407-3731,partner of
0,20021008-7199,19631228-2735,child of
1,19631228-2735,20021008-7199,parent of
0,20031231-8587,20090619-6268,partner of
0,19360213-4161,19431231-3853,partner of
0,19600108-6995,19631228-2246,partner of
0,19691127-7546,19710724-5919,partner of
0,19290601-2096,19331122-9811,partner of
0,19441125-9762,19451031-7657,partner of
0,19430530-7661,19470511-2589,partner of
0,20031107-8584,20050628-2741,partner of
0,19440319-1958,19471011-5408,partner of
0,19801018-4230,19810128-4050,partner of
0,19980212-4161,20011202-2543,partner of
0,19560425-0645,19590828-6406,partner of
0,19950501-1105,19981024-4594,partner of
0,19990328-3066,19961130-6353,partner of
0,19500724-7545,19560704-2771,partner of
0,20020319-6486,19711016-5134,child of
1,19711016-5134,20020319-6486,parent of
0,19931204-1174,20000502-5905,partner of
0,19991231-2461,19971020-6184,partner of
1,19991231-2461,19940505-8402,partner of
2,19971020-6184,19940505-8402,partner of
0,20011127-0531,19980911-5513,partner of
1,20011127-0531,19961124-1114,partner of
2,19980911-5513,19961124-1114,partner of
0,19420220-2639,19461020-1062,partner of
0,19530503-3125,19550616-8746,partner of
0,19670223-1545,19710328-7352,partner of
0,20021107-7939,19770610-5992,child of
1,19770610-5992,20021107-7939,parent of
0,20030729-0320,20101231-9250,partner of
0,19670607-6910,19700209-9397,partner of
0,19561127-9389,19630129-9713,partner of
0,19980902-4669,19970202-7463,partner of
0,20031231-3110,20081108-0051,partner of
0,19500204-2288,19561213-9579,partner of
0,19250101-3897,19310815-6088,partner of
0,19831013-9921,19901231-1616,partner of
0,19581117-6045,19630408-1359,partner of
0,19250101-9200,19300323-2909,partner of
0,19370402-2192,19400411-4638,partner of
0,19350928-8784,19380909-8383,partner of
0,19350422-5445,19351129-9274,partner of
0,19300220-9195,19321227-7467,partner of
0,19590809-1469,19590809-5350,partner of
0,19441226-8916,19480926-5693,partner of
0,19651114-1897,19670825-7803,partner of
0,19721106-7312,19760509-9846,partner of
0,19940615-2264,20001218-7976,partner of
0,19810104-6645,19870617-5367,partner of
0,19710825-7365,19730924-8175,partner of
0,19730902-4426,19770710-0108,partner of
0,19781105-6277,19850416-7373,partner of
0,19510205-9911,19560822-8181,partner of
0,20020813-6538,19600207-4520,child of
1,19600207-4520,20020813-6538,parent of
2,20020813-6538,19621213-1616,child of
3,19621213-1616,20020813-6538,parent of
0,19600207-4520,19621213-1616,partner of
0,19900514-8706,19900514-6295,partner of
0,19830613-0990,19890108-3310,partner of
0,19810415-4746,19831212-1878,partner of
0,19480130-0757,19490829-2284,partner of
0,19791223-4114,19850516-6835,partner of
0,20020618-9045,19540502-0084,child of
1,19540502-0084,20020618-9045,parent of
0,19330513-5235,19330513-4416,partner of
0,19851222-7010,19920216-4764,partner of
0,19940214-6845,19940214-3985,partner of
0,19700625-2497,19760522-7599,partner of
1,20001213-3881,19930101-4788,partner of
0,19630610-4360,19690409-7464,partner of
0,19250101-6097,19290325-0652,partner of
0,20031231-7384,20101206-7043,partner of
0,19990110-6126,19960716-1071,partner of
0,20000108-5187,20000108-8575,partner of
0,19640117-1548,19700105-6726,partner of
0,20031231-5793,20080525-7488,partner of
0,19781011-9343,19781011-3158,partner of
0,19680906-1812,19690226-1672,partner of
0,19361225-6021,19381226-3192,partner of
0,19440806-8255,19941017-7833,partner of
0,19700407-9766,19721226-1993,partner of
0,19810321-4047,19830129-2731,partner of
0,19691031-8062,19710621-7589,partner of
0,19680727-7465,19720909-2355,partner of
0,19340117-8608,19341106-8181,partner of
1,19980912-2547,19970330-1180,partner of
0,19860408-3952,19861230-9073,partner of
0,19701015-2848,19711222-1833,partner of
0,19341105-2860,19350712-0186,partner of
0,19771105-5629,19841231-8144,partner of
0,19761111-0418,19761111-4746,partner of
0,19530214-3090,19560426-2076,partner of
0,19520126-8167,19591231-1285,partner of
0,19550117-9376,19570128-8492,partner of
0,19690529-2674,19741011-8751,partner of
0,19660306-0335,19730908-3074,partner of
1,20010623-1359,19970829-2541,partner of
0,19490218-6562,19530813-2112,partner of
1,19980923-9075,19970725-4241,partner of
2,19980923-9075,19940101-9374,partner of
3,19970725-4241,19940101-9374,partner of
0,19650418-4205,19711129-6733,partner of
0,19930618-1699,19951229-7245,partner of
0,19370625-4607,19390522-7857,partner of
0,19250101-7835,19300516-2495,partner of
0,19450923-0821,19500524-1960,partner of
0,19421029-5725,19460701-1016,partner of
0,19280226-7559,19280226-6254,partner of
1,19991231-1925,19960810-2800,partner of
2,19991231-1925,19941008-3376,partner of
3,19960810-2800,19941008-3376,partner of
0,19750903-8059,19770919-5412,partner of
0,20020903-0526,19690306-6087,child of
1,19690306-6087,20020903-0526,parent of
0,19621228-6026,19670826-1891,partner of
0,19660504-3921,19710726-8504,partner of
0,19530912-4256,19580517-4167,partner of
0,19570224-1139,19580611-1694,partner of
0,19501111-2352,19501111-2616,partner of
0,19381215-4854,19381215-3616,partner of
0,19960411-0003,19991123-0015,partner of
0,19601207-0334,19660222-3874,partner of
0,19680828-8598,19720404-8002,partner of
0,19741010-6905,19800103-2527,partner of
0,19720513-0096,19770314-6093,partner of
0,19750419-6086,19820121-0220,partner of
0,19300811-7582,19310331-0370,partner of
0,19390827-5086,19460121-6898,partner of
1,19990112-9786,19960307-9032,partner of
2,19990112-9786,19940101-7865,partner of
3,19960307-9032,19940101-7865,partner of
0,20021227-1372,20061112-4491,partner of
0,19891021-3306,19891021-4347,partner of
0,19511010-2227,19540922-1432,partner of
0,19250101-4689,19300205-9852,partner of
0,19600904-2297,19600904-9335,partner of
0,19321024-6131,19380409-4551,partner of
0,19540527-0528,19560513-9025,partner of
0,19450519-2805,19510115-5349,partner of
0,20030805-5942,19810222-9930,child of
1,19810222-9930,20030805-5942,parent of
0,19390410-4566,19420207-5968,partner of
0,19680827-5006,19691025-2502,partner of
0,19731224-7848,19770914-6344,partner of
0,19610626-4831,19641014-8679,partner of
0,20031231-0397,20041005-6299,partner of
0,19980102-4857,20020313-3071,partner of
0,19661220-4458,19690925-1458,partner of
0,19620617-3453,19620823-0940,partner of
0,19800405-2697,19830405-3567,partner of
0,19670627-9656,19700223-8678,partner of
0,19710728-1583,19710728-2703,partner of
0,19360220-9549,19390616-3678,partner of
0,19680611-4603,19751231-3681,partner of
0,19250101-2955,19270712-3116,partner of
0,19560609-7081,19590303-7933,partner of
0,19420110-1303,19440325-7975,partner of
0,19920727-5012,19920727-2801,partner of
0,19500215-5707,19540211-9288,partner of
0,19290617-1084,19311227-8160,partner of
1,19991002-9549,19970528-6150,partner of
2,19991002-9549,19940101-5601,partner of
3,19970528-6150,19940101-5601,partner of
0,19611109-8805,19991213-4273,partner of
0,19991231-1632,19960101-3736,partner of
1,19991231-1632,19940527-5348,partner of
2,19960101-3736,19940527-5348,partner of
0,19390522-8932,19460125-5949,partner of
0,20031231-3237,20101207-0905,partner of
0,19250101-3191,19280425-7432,partner of
0,19601222-2092,19660718-5460,partner of
0,19250101-2247,19321231-6076,partner of
0,19580508-7994,19611228-0160,partner of
0,19551223-3115,19580922-2557,partner of
0,19611110-9372,19680523-8250,partner of
0,19771030-8571,19821206-8530,partner of
0,19250101-4208,19270928-3060,partner of
0,19901103-6349,19971231-0610,partner of
0,19650916-9317,19711231-1023,partner of
0,19250101-5461,19271022-5673,partner of
0,20010308-3517,19950913-3860,partner of
0,19250101-4446,19260914-4082,partner of
0,19900414-6883,19911207-5958,partner of
0,19630215-4700,19640724-8610,partner of
1,19980907-7153,19961212-7638,partner of
2,19980907-7153,19950302-5469,partner of
3,19961212-7638,19950302-5469,partner of
0,19520608-4046,19581021-2178,partner of
0,19980924-4459,19960101-7160,partner of
0,19751227-8119,19790526-2361,partner of
0,19830828-9748,19901231-2054,partner of
0,20031231-3389,20080428-4652,partner of
0,19501116-7731,19530214-2692,partner of
0,19671018-5793,19690514-6379,partner of
0,19250101-8354,19321231-9589,partner of
0,19370906-2187,19380302-3641,partner of
1,19990601-9030,19971127-6786,partner of
2,19990601-9030,19950703-9470,partner of
3,19971127-6786,19950703-9470,partner of
0,19831220-2486,19831220-8079,partner of
0,20021114-7259,19530331-4101,child of
1,19530331-4101,20021114-7259,parent of
0,20021114-7259,19930101-4566,partner of
0,19630618-6897,19690310-5932,partner of
0,19521003-4487,19570127-3893,partner of
0,19280606-6880,19990306-9446,partner of
1,19280606-6880,19960901-0439,partner of
2,19990306-9446,19960901-0439,partner of
0,19400413-5816,19431224-9598,partner of
0,20000101-6828,19970322-2925,partner of
0,19430715-6364,19460826-3685,partner of
0,19461120-2156,19490111-8912,partner of
1,19980514-1450,19970130-1372,partner of
2,19980514-1450,19951231-7883,partner of
3,19970130-1372,19951231-7883,partner of
0,19931110-6317,19981217-6334,partner of
0,19621117-7464,19690708-9875,partner of
0,19390711-4003,19460219-4236,partner of
0,19780109-2293,19840314-7973,partner of
0,20020612-8385,19460905-1240,child of
1,19460905-1240,20020612-8385,parent of
0,20020612-8385,20031231-8748,partner of
1,20020612-8385,19961103-3185,partner of
2,20031231-8748,19961103-3185,partner of
0,19620519-8050,19670321-2909,partner of
0,19430727-4069,19461004-2114,partner of
0,19560214-6838,19630104-4535,partner of
0,19670119-8988,19740116-3152,partner of
0,19250101-8145,19321130-7261,partner of
0,19990101-3856,19960828-1862,partner of
0,19860302-3536,19870418-4298,partner of
0,19490913-5237,19501213-0597,partner of
0,19481231-3050,19530508-6288,partner of
0,19740430-1290,19790309-8058,partner of
0,19790612-9809,19830110-8263,partner of
0,19591007-4244,19610118-4107,partner of
0,19521124-0149,19560826-1425,partner of
0,19670927-2851,19720328-6350,partner of
0,19390515-7160,19420817-8312,partner of
0,19930122-9701,19970426-6905,partner of
0,19431216-9263,19441124-1551,partner of
1,19990318-5321,19971210-5413,partner of
2,19990318-5321,19940422-3196,partner of
3,19971210-5413,19940422-3196,partner of
0,19670708-4803,19690315-1275,partner of
0,19900812-5346,19900812-9420,partner of
0,19460705-6538,19520507-5536,partner of
0,20031231-4377,20060121-9771,partner of
0,19900405-5503,19900405-6968,partner of
0,19310719-4784,19330410-1153,partner of
0,19620906-2326,19660207-4502,partner of
0,19790308-6029,19810214-6658,partner of
0,19791221-7168,19830830-6946,partner of
0,19250101-3263,19300904-8699,partner of
0,19940712-0644,19951020-8740,partner of
0,19250101-5856,19280810-4523,partner of
0,19250101-4759,19310709-7533,partner of
0,19610806-3218,19660704-0382,partner of
0,20031231-8947,20050802-5720,partner of
0,20031231-9610,20081122-4200,partner of
0,20031231-7122,20060902-5226,partner of
0,19290511-5039,19331219-9582,partner of
0,19501003-9669,19561003-8837,partner of
0,19580505-2202,19581108-4072,partner of
0,19600702-0947,19670425-1561,partner of
0,19530913-0011,19600916-9899,partner of
0,19700527-5901,19760324-0231,partner of
0,19400719-1120,19411201-5712,partner of
0,20030527-5801,19741021-6059,child of
1,19741021-6059,20030527-5801,parent of
2,20030527-5801,19741021-9682,child of
3,19741021-9682,20030527-5801,parent of
0,19741021-6059,19741021-9682,partner of
0,19880913-3973,19900625-4953,partner of
0,19910115-9294,19951215-7411,partner of
0,19530917-2892,19600623-3129,partner of
0,19250101-7934,19250212-6184,partner of
1,19981201-4861,19961207-3898,partner of
2,19981201-4861,19950701-9443,partner of
3,19961207-3898,19950701-9443,partner of
0,19850201-3421,19900624-2921,partner of
0,19420406-9545,19470725-5727,partner of
0,19620109-9875,19661101-6499,partner of
0,19450524-2401,19520402-2880,partner of
0,19760518-8889,19831207-7910,partner of
0,19250101-6188,19281102-3101,partner of
0,19450409-6660,19471231-2369,partner of
0,19670717-5559,19710523-8987,partner of
0,19640531-6533,19670323-1450,partner of
0,20031231-1570,20070113-1567,partner of
0,19470110-3514,19530907-8383,partner of
0,19600207-0675,19650125-6343,partner of
0,19420506-5828,19480817-7659,partner of
1,19990727-1323,19960101-1136,partner of
2,19990727-1323,19940114-7667,partner of
3,19960101-1136,19940114-7667,partner of
0,19500521-9377,19950502-4664,partner of
0,19651126-7531,19670518-4901,partner of
0,19940509-1479,20000924-1845,partner of
0,19381018-7839,19391018-1802,partner of
1,19981210-4279,19960612-1905,partner of
0,20031231-8042,20081228-7003,partner of
0,19811209-3505,19880503-8310,partner of
0,19920812-2625,19920812-4685,partner of
0,20021123-6638,19510903-8584,child of
1,19510903-8584,20021123-6638,parent of
0,20021123-6638,19950825-7014,partner of
0,20030503-8459,20060316-8714,partner of
0,19600112-6624,19621007-1000,partner of
0,19540122-9354,19550703-8600,partner of
0,19560814-7188,19620425-5348,partner of
0,19720709-1363,19760704-7744,partner of
0,19320429-6715,19330804-2439,partner of
0,19620915-0964,19691204-9862,partner of
