,Sun2000niva_old,SUN2000Niva,SUN2000Inr,SUN2000Grp,Barn0_3,Barn4_6,Barn7_10,Barn11_15,Barn16_17,Barn18plus,Barn18_19,Barn20plus,PersonNr,famID,FodesleAr,Alder
2484,86282,527,146k,Lärarutbildning i praktisk-estetiska ämnen                                              ,0,0,0,0,0,0,0,0,19150727-6925,19150727-6925,1915,75
2485,72258,558,380j,Juridisk högskoleutbildning (minst 3 år)                                                            ,0,0,0,0,0,0,0,0,19190125-8430,19150727-6925,1919,71
2486,24785,556,221x,Teologisk eftergymnasial utbildning (minst 3 år)                                                           ,0,0,0,0,0,0,0,0,19500615-9882,19150727-6925,1950,40
2487,92321,547,520a,"Civilingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik                                        ",1,1,2,0,0,2,0,0,19300214-9588,19150727-6925,1930,60
2488,27399,330,525x,Gymnasieutbildning inom fordonsteknik            ,0,0,0,0,0,0,0,0,19710710-7208,19561217-8824,1971,19
2489,18667,100,010a,Folkskoleutbildning och motsvarande                                                                 ,1,0,0,0,1,0,0,0,19561217-8824,19561217-8824,1956,33
2490,59851,532,101w,"Minst 30 högskolepoäng inom pedagogik och lärarutbildning, ej examen                                              ",0,0,0,0,0,0,0,0,19620208-9225,19620208-9225,1962,28
2491,30663,546,521b,"Ingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi  (eftergymnasial)                         ",0,0,0,0,0,0,0,0,19150118-8928,19150118-8928,1915,75
2492,79900,300,388b,Yrkesinriktad utbildning på gymnasial nivå inom handel och administration                           ,0,0,1,3,2,0,0,0,19451201-4328,19150118-8928,1945,44
2493,39677,300,104m,"Yrkesinriktad gymnasieutbildning inom naturvetenskap, matematik och IKT                               ",0,0,2,0,0,0,0,0,19541112-9607,19150118-8928,1954,35
2494,49315,688,380n,Juridisk högskoleutbildning (minst 3 år)                                                            ,0,0,0,0,0,0,0,0,19700119-1897,19150118-8928,1970,20
2495,18521,300,213z,Gymnasial utbildning för medieproduktion                                                            ,2,2,2,1,2,1,0,0,19410725-2147,19320211-2865,1941,49
2496,68603,300,723u,Omvårdnads- och omsorgsutbildning på gymnasial nivå                                                 ,0,0,0,0,0,0,0,0,19320211-2865,19320211-2865,1932,58
2497,97204,5,761c,Fritidsledarutbildning (eftergymnasial)                                                             ,0,0,2,0,1,2,0,0,19000424-5880,19000424-5880,1900,90
2498,95564,536,221e,Teologisk eftergymnasial utbildning (minst 3 år)                                                           ,1,0,0,0,1,0,0,0,19690703-7404,19000424-5880,1969,21
2499,81527,500,861a,Polisutbildning                                                                                     ,0,0,0,0,0,0,0,0,19620217-1799,19110507-4434,1962,28
2500,17815,513,321f,Journalist- och medieutbildning (eftergymnasial)                                                    ,1,0,0,0,0,0,0,0,19150916-3548,19110507-4434,1915,75
2501,22912,536,580x,"Ingenjörsutbildning inom samhällsbyggnad, byggnadsteknik och miljöteknik (eftergymnasial)                                  ",0,0,0,1,1,0,0,0,19110507-4434,19110507-4434,1911,79
2502,10292,4,481a,Programmerar- och systemerarutbildning (eftergymnasial)                                             ,0,1,1,0,0,1,0,0,19240419-8351,19240419-8351,1924,66
2503,99334,5,726b,Arbetsterapeututbildning                                                                            ,1,0,4,0,0,3,0,0,19420829-3757,19240419-8351,1942,48
2504,75934,312,340a,Ekonomisk gymnasieutbildning,0,0,0,0,0,0,0,0,19550621-2769,19001005-7855,1955,35
2505,37217,551,44,Naturvetenskaplig högskoleutbildning (minst 3 år)                                                   ,0,1,0,1,2,1,0,0,19001005-7855,19001005-7855,1900,90
2506,90196,412,101p,"Minst 30 högskolepoäng inom pedagogik och lärarutbildning, ej examen                                              ",0,0,0,0,0,0,0,0,19461117-4555,19001005-7855,1946,43
2507,85093,538,380m,Juridisk högskoleutbildning (minst 3 år)                                                            ,1,2,1,0,0,0,0,0,19120718-5628,19001005-7855,1912,78
2508,91365,6,640x,Veterinärutbildning                                                                                 ,0,0,0,0,1,1,0,0,19240630-8267,19070325-2284,1924,66
2509,75716,5,726a,Fysioterapeututbildning                                                       ,0,0,0,0,0,0,0,0,19070325-2284,19070325-2284,1907,83
2510,35422,4,726b,Arbetsterapeututbildning                                                                            ,1,0,0,0,1,0,0,0,19650916-6492,19070325-2284,1965,25
2511,11057,412,107g,"Minst 30 högskolepoäng inom hälso- o sjukvård och social omsorg, ej examen                        ",0,1,1,0,0,0,0,0,19340211-4983,19051214-1420,1934,56
2512,33909,537,143b,Fritidspedagogutbildning                                                                            ,0,0,0,0,0,0,0,0,19051214-1420,19051214-1420,1905,84
2513,60890,699,345q,"Högskoleutbildning inom organisation, administration och förvaltning (minst 3 år)                       ",0,0,0,2,0,0,0,0,19440131-7888,19440131-7888,1944,46
2514,36731,333,582e,Gymnasieutbildning inom bygg                   ,1,2,0,1,0,1,0,0,19550128-4481,19440131-7888,1955,35
2515,79116,532,101x,"Minst 30 högskolepoäng inom pedagogik och lärarutbildning, ej examen                                              ",0,1,1,1,1,0,0,0,19680213-6496,19440131-7888,1968,22
2516,42572,3,010c,Naturvetenskaplig gymnasieutbildning                                                                ,0,0,0,0,0,0,0,0,19111227-9988,19111227-9988,1911,78
2517,67061,312,105z,"Tekniskt gymnasium, 1-3 år                                                                          ",1,1,0,0,0,1,0,0,19440611-5021,19260719-4455,1944,46
2518,15908,522,104h,"Minst 30 högskolepoäng inom naturvetenskap, matematik och IKT ej examen                                  ",0,0,0,0,0,0,0,0,19420308-8063,19260719-4455,1942,48
2519,71871,6,999s,"Eftergymnasial utbildning, okänd inriktning                                                                   ",0,0,0,0,0,0,0,0,19720829-1242,19260719-4455,1972,18
2520,47270,5,863l,Militär utbildning på eftergymnasial nivå                                                       ,0,0,0,0,0,0,0,0,19260719-4455,19260719-4455,1926,64
2521,11860,4,725d,Biomedicinsk analytikerutbildning                                         ,3,1,0,0,2,2,0,0,19630627-1778,19630627-1778,1963,27
2522,80108,527,544b,"Ingenjörsutbildning inom kemi- och bioteknik, material- och geoteknik (eftergymnasial)                ",1,0,1,0,1,0,0,0,19140220-7894,19140220-7894,1914,76
2523,94430,6,623e,Skogsbruksvetenskaplig högskoleutbildning (minst 3 år)                                              ,0,0,0,0,0,0,0,0,19451118-4393,19451118-4393,1945,44
2524,94841,324,543c,Gymnasieutbildning inom träteknik,0,2,0,0,0,0,0,0,19550824-9327,19451118-4393,1955,35
2525,21308,557,721g,Läkarutbildning                                                                                     ,0,0,0,1,0,2,0,0,19501103-4128,19370714-4918,1950,39
2526,92141,500,861a,Polisutbildning                                                                                     ,0,0,1,0,1,0,0,0,19370714-4918,19370714-4918,1937,53
2527,29912,412,210b,"Minst 30 högskolepoäng inom humaniora och konst, ej examen                                        ",0,0,0,0,0,0,0,0,19690514-5846,19370714-4918,1969,21
2528,81774,699,345e,"Högskoleutbildning inom organisation, administration och förvaltning (minst 3 år)                       ",1,2,0,0,0,0,0,0,19700315-6857,19370714-4918,1970,20
2529,14258,5,481a,Programmerar- och systemerarutbildning (eftergymnasial)                                             ,0,0,0,0,0,0,0,0,19621007-6375,19210915-8933,1962,28
2530,57967,330,525c,Gymnasieutbildning inom fordonsteknik            ,0,0,0,2,0,0,0,0,19210915-8933,19210915-8933,1921,69
2531,97280,527,529b,Övrig ingenjörsutbildning (eftergymnasial),0,0,0,1,0,1,0,0,19211203-9183,19211203-9183,1921,68
2532,69269,326,105c,"Tekniskt gymnasium, 1-3 år                                                                          ",0,2,1,0,1,0,0,0,19710110-5570,19210514-2828,1971,19
2533,97751,6,523x,"Civilingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik                                        ",0,3,1,1,4,0,0,0,19210514-2828,19210514-2828,1921,69
2534,45369,300,999c,"Gymnasial utbildning, okänd inriktning                                                                 ",0,0,0,0,0,0,0,0,19530924-9962,19210514-2828,1953,37
2535,84313,324,543c,Gymnasieutbildning inom träteknik,0,0,2,1,1,3,0,0,19440928-4307,19210514-2828,1944,46
2536,96972,300,761p,Gymnasial utbildning med inriktning mot barn och ungdom                                             ,0,0,0,2,3,0,0,0,19171028-4800,19171028-4800,1917,73
2537,56710,527,522x,"Ingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik (eftergymnasial)                                ",0,0,1,0,1,0,0,0,19401013-2977,19171028-4800,1940,50
2538,24785,532,105o,"Minst 30 högskolepoäng inom teknik och tillverkning, ej examen                                                 ",0,0,0,0,0,0,0,0,19181202-8616,19171028-4800,1918,71
2539,94766,4,725f,Sjuksköterskeutbildning                                                                             ,0,0,0,0,0,0,0,0,19510518-1709,19171028-4800,1951,39
2540,91158,536,221f,Teologisk eftergymnasial utbildning (minst 3 år)                                                           ,0,0,0,0,0,0,0,0,19371216-5605,19371216-5605,1937,52
2541,32072,300,762a 762b,Omvårdnads- och omsorgsutbildning på gymnasial nivå                                                 ,0,0,0,0,0,0,0,0,19670322-1403,19371216-5605,1967,23
2542,73777,537,522x,"Ingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik (eftergymnasial)                                ",0,1,0,1,0,0,0,0,19451120-7114,19371216-5605,1945,44
2543,30672,547,144w,Lärarutbildning för grundskolans tidiga åldrar                                                       ,0,0,0,0,0,0,0,0,19470912-9278,19371216-5605,1947,43
2544,59582,55,543a,"Civilingenjörsutbildning inom kemi- och bioteknik, material- och geoteknik                              ",0,0,0,0,0,0,0,0,19561031-4537,19561031-4537,1956,34
2545,78117,5,727b,Receptarieutbildning                                                                                ,2,0,0,0,1,1,0,0,19000623-1906,19000623-1906,1900,90
2546,34037,611,312a,Samhälls- och beteendevetenskaplig högskoleutbildning (minst 3 år)                                  ,0,0,2,1,0,1,0,0,19010530-8054,19000623-1906,1901,89
2547,90902,5,840o,Transportutbildning på eftergymnasial nivå                                                          ,0,0,0,1,0,0,0,0,19210129-7571,19210129-7571,1921,69
2548,42415,300,723q,Omvårdnads- och omsorgsutbildning på gymnasial nivå                                                 ,0,0,0,0,0,0,0,0,19040814-7960,19040814-7960,1904,86
2549,90406,500,861a,Polisutbildning                                                                                     ,0,0,0,0,0,0,0,0,19520620-2914,19520620-2914,1952,38
2550,96206,557,640a,Veterinärutbildning                                                                                 ,0,1,1,0,0,0,0,0,19560311-1188,19560311-1188,1956,34
2551,23131,200,010x,Grundskoleutbildning och motsvarande                                                                ,0,1,1,1,0,0,0,0,19470828-2969,19470828-2969,1947,43
2552,20486,613,321y,Journalist- och medieutbildning (eftergymnasial)                                                    ,1,0,0,0,0,0,0,0,19701113-2192,19650506-8428,1970,19
2553,16699,331,522e,Gymnasieutbildning inom elektro- och datateknik                   ,0,0,0,0,0,1,0,0,19731229-7026,19650506-8428,1973,16
2554,87133,5,213k,"Medieproduktion, eftergymnasial utbildning                                                          ",0,1,0,2,0,0,0,0,19650506-8428,19650506-8428,1965,25
2555,62776,559,345z,"Högskoleutbildning inom organisation, administration och förvaltning (minst 3 år)                       ",0,0,0,1,0,0,0,0,19730217-6619,19650506-8428,1973,17
2556,14849,500,762d,Socionomutbildning                                                                                  ,0,0,0,1,0,0,0,0,19330615-6684,19080114-2768,1933,57
2557,67698,300,762x,Omvårdnads- och omsorgsutbildning på gymnasial nivå                                                 ,1,0,0,0,2,0,0,0,19080114-2768,19080114-2768,1908,82
2558,51992,325,522d,Gymnasieutbildning inom energi och VVS       ,0,0,0,0,0,0,0,0,19551117-3460,19551117-3460,1955,34
2559,82875,6,213h,"Medieproduktion, eftergymnasial utbildning                                                          ",0,0,1,1,0,0,0,0,19571123-9430,19330218-9805,1957,32
2560,92135,546,543x,"Ingenjörsutbildning inom kemi- och bioteknik, material- och geoteknik (eftergymnasial)                ",0,0,0,0,0,0,0,0,19460316-9060,19330218-9805,1946,44
2561,10505,333,582e,Gymnasieutbildning inom bygg                   ,0,2,2,1,1,0,0,0,19330218-9805,19330218-9805,1933,57
2562,67297,6,640a,Veterinärutbildning                                                                                 ,0,0,0,0,0,0,0,0,19270117-2711,19270117-2711,1927,63
2563,45459,4,726b,Arbetsterapeututbildning                                                                            ,0,0,1,0,0,0,0,0,19681015-9590,19270117-2711,1968,22
2564,23211,611,312g,Samhälls- och beteendevetenskaplig högskoleutbildning (minst 3 år)                                  ,0,0,0,0,0,0,0,0,19410908-5295,19270117-2711,1941,49
2565,44680,300,761s,Gymnasial utbildning med inriktning mot barn och ungdom                                             ,0,1,1,0,0,0,0,0,19321127-4084,19270117-2711,1932,57
2566,57334,329,542q,Gymnasieutbildning inom textil- och konfektionsteknik            ,2,0,1,2,0,1,0,0,19660921-2545,19660921-2545,1966,24
2567,67960,557,149a,Speciallärar- och specialpedagogutbildning                                                                              ,0,0,0,0,0,0,0,0,19691002-1201,19660921-2545,1969,21
2568,42205,300,840e,Transportutbildning på gymnasial nivå                                                               ,0,0,1,1,1,0,0,0,19580713-5548,19580713-5548,1958,32
2569,32369,300,010b,"Samhällsvetenskaplig, social och humanistisk gymnasieutbildning                                     ",1,0,3,1,0,2,0,0,19591209-4000,19580713-5548,1959,30
2570,19326,323,521y,Gymnasieutbildning inom verkstadsteknik,0,0,0,0,0,0,0,0,19611227-1253,19590405-2011,1961,28
2571,64853,3,010c,Naturvetenskaplig gymnasieutbildning                                                                ,0,0,0,0,0,0,0,0,19720422-6156,19590405-2011,1972,18
2572,50608,557,143a,Förskollärarutbildning                                                                              ,0,0,0,0,0,0,0,0,19590405-2011,19590405-2011,1959,31
2573,41511,536,529b,Övrig ingenjörsutbildning (eftergymnasial),0,0,0,0,0,1,0,0,19630522-1011,19580702-7496,1963,27
2574,36721,413,321k,Journalist- och medieutbildning (eftergymnasial)                                                    ,0,0,1,1,0,1,0,0,19580702-7496,19580702-7496,1958,32
2575,82148,331,523e,Gymnasieutbildning inom elektro- och datateknik                   ,1,0,0,0,1,0,0,0,19010320-4493,19010320-4493,1901,89
2576,14028,6,481a,Programmerar- och systemerarutbildning (eftergymnasial)                                             ,0,1,1,0,1,0,0,0,19290323-4673,19290323-4673,1929,61
2577,38615,331,522e,Gymnasieutbildning inom elektro- och datateknik                   ,0,0,0,0,0,0,0,0,19520208-9886,19290323-4673,1952,38
2578,78798,413,321v,Journalist- och medieutbildning (eftergymnasial)                                                    ,0,0,1,0,0,0,0,0,19690210-8414,19290323-4673,1969,21
2579,96384,300,210a,Estetisk utbildning på gymnasial nivå                                                               ,0,0,0,0,0,0,0,0,19580607-5761,19290323-4673,1958,32
2580,94422,522,210b,"Minst 30 högskolepoäng inom humaniora och konst, ej examen                                        ",0,1,0,0,0,0,0,0,19450426-1080,19411010-8067,1945,45
2581,22235,5,213,Konstnärlig eftergymnasial utbildning                                                               ,0,0,0,0,0,0,0,0,19411010-8067,19411010-8067,1941,49
2582,68950,300,840v,Transportutbildning på gymnasial nivå                                                               ,1,0,0,2,0,0,0,0,19561106-1256,19120420-2766,1956,33
2583,48029,5,863f,Militär utbildning på eftergymnasial nivå                                                       ,0,0,0,0,0,0,0,0,19600714-8765,19120420-2766,1960,30
2584,97331,547,144b,Lärarutbildning för grundskolans tidiga åldrar                                                       ,0,0,0,0,0,1,0,0,19120420-2766,19120420-2766,1912,78
2585,49216,537,524c,"Ingenjörsutbildning inom kemi- och bioteknik, material- och geoteknik (eftergymnasial)                ",0,0,0,1,2,0,0,0,19180314-8917,19120420-2766,1918,72
2586,46895,688,380r,Juridisk högskoleutbildning (minst 3 år)                                                            ,0,0,2,0,0,1,0,0,19460619-2982,19000614-8130,1946,44
2587,56877,412,106b,"Minst 30 högskolepoäng inom lant- och skogsbruk samt djursjukvård, ej examen                         ",0,1,1,0,0,3,0,0,19000614-8130,19000614-8130,1900,90
2588,48446,325,582f,Gymnasieutbildning inom energi och VVS       ,0,0,0,0,0,0,0,0,19640207-6554,19000614-8130,1964,26
2589,22329,417,146f,Yrkeslärarutbildning                                                                                ,0,2,0,0,1,1,0,0,19030924-2868,19000614-8130,1903,87
2590,96449,300,213o,Gymnasial utbildning för medieproduktion                                                            ,0,0,0,0,0,0,0,0,19200614-8049,19140315-5844,1920,70
2591,97823,324,543c,Gymnasieutbildning inom träteknik,2,1,1,0,2,0,0,0,19140315-5844,19140315-5844,1914,76
2592,70581,522,108v,"Minst 30 högskolepoäng inom tjänster, ej examen                                         ",0,0,0,0,0,0,0,0,19390303-5334,19140315-5844,1939,51
2593,55220,200,010x,Grundskoleutbildning och motsvarande                                                                ,0,0,0,0,0,0,0,0,19270801-9947,19240104-5810,1927,63
2594,92705,6,640x,Veterinärutbildning                                                                                 ,0,0,1,2,0,1,0,0,19601020-4902,19240104-5810,1960,30
2595,97122,324,543c,Gymnasieutbildning inom träteknik,1,0,1,0,1,1,0,0,19630407-1169,19240104-5810,1963,27
2596,35420,324,543c,Gymnasieutbildning inom träteknik,0,2,1,0,1,0,0,0,19240104-5810,19240104-5810,1924,66
2597,79309,200,010a,Grundskoleutbildning och motsvarande                                                                ,0,0,0,0,0,0,0,0,19140305-6640,19140305-6640,1914,76
2598,25399,4,727b,Receptarieutbildning                                                                                ,1,0,1,0,2,0,0,0,19190730-5535,19140305-6640,1919,71
2599,80973,537,580b,"Ingenjörsutbildning inom samhällsbyggnad, byggnadsteknik och miljöteknik (eftergymnasial)                                  ",0,0,0,0,0,0,0,0,19260325-9794,19140305-6640,1926,64
2600,78571,300,388b,Yrkesinriktad utbildning på gymnasial nivå inom handel och administration                           ,0,0,0,0,0,0,0,0,19301118-6895,19140305-6640,1930,59
2601,37943,4,863z,Militär utbildning på eftergymnasial nivå                                                       ,0,2,1,2,0,1,0,0,19351127-3073,19080712-8239,1935,54
2602,41175,300,213o,Gymnasial utbildning för medieproduktion                                                            ,1,0,0,3,0,2,0,0,19080712-8239,19080712-8239,1908,82
2603,47738,6,623c,Skogsbruksvetenskaplig högskoleutbildning (minst 3 år)                                              ,0,0,0,0,0,1,0,0,19620127-1398,19080712-8239,1962,28
2604,90322,4,724d,Tandhygienistutbildning                                                                             ,1,0,1,0,1,0,0,0,19481029-5881,19080712-8239,1948,42
2605,85139,300,213b,Gymnasial utbildning för medieproduktion                                                            ,0,0,0,0,0,0,0,0,19570714-5350,19350107-8288,1957,33
2606,97127,300,388b,Yrkesinriktad utbildning på gymnasial nivå inom handel och administration                           ,0,0,0,0,0,0,0,0,19350107-8288,19350107-8288,1935,55
2607,55091,4,213l,"Medieproduktion, eftergymnasial utbildning                                                          ",1,0,0,1,0,0,0,0,19600403-1753,19350107-8288,1960,30
2608,57604,500,861a,Polisutbildning                                                                                     ,1,1,0,0,0,0,0,0,19651027-8650,19651027-8650,1965,25
2609,65652,557,145z,"Ämneslärarutbildning, allmänna ämnen                                                                ",1,2,1,1,3,0,0,0,19620217-7240,19140220-2360,1962,28
2610,44825,412,210b,"Minst 30 högskolepoäng inom humaniora och konst, ej examen                                        ",1,0,0,0,0,0,0,0,19250609-3459,19140220-2360,1925,65
2611,55553,5,863q,Militär utbildning på eftergymnasial nivå                                                       ,0,0,0,0,0,0,0,0,19140220-2360,19140220-2360,1914,76
2612,38406,6,623x,Skogsbruksvetenskaplig högskoleutbildning (minst 3 år)                                              ,0,0,0,0,0,0,0,0,19030815-1239,19030815-1239,1903,87
2613,60894,300,213s,Gymnasial utbildning för medieproduktion                                                            ,0,0,0,0,0,0,0,0,19240125-4770,19240125-4770,1924,66
2614,50526,412,210b,"Minst 30 högskolepoäng inom humaniora och konst, ej examen                                        ",2,0,0,1,0,1,0,0,19190315-5021,19110104-4662,1919,71
2615,99806,5,481a,Programmerar- och systemerarutbildning (eftergymnasial)                                             ,0,0,0,0,0,0,0,0,19470415-3014,19110104-4662,1947,43
2616,70079,300,104s,"Yrkesinriktad gymnasieutbildning inom naturvetenskap, matematik och IKT                               ",1,0,0,0,0,0,0,0,19110104-4662,19110104-4662,1911,79
2617,29691,547,144m,Lärarutbildning för grundskolans tidiga åldrar                                                       ,0,0,0,1,0,1,0,0,19190222-3138,19190222-3138,1919,71
2618,76603,522,103k,"Minst 30 högskolepoäng inom samhällsvetenskap, ekonomi och juridik, ej examen                              ",0,2,0,0,1,1,0,0,19540422-8191,19190222-3138,1954,36
2619,77272,333,582e,Gymnasieutbildning inom bygg                   ,1,0,0,2,0,2,0,0,19400903-9473,19190222-3138,1940,50
2620,18570,412,210b,"Minst 30 högskolepoäng inom humaniora och konst, ej examen                                        ",0,0,0,0,0,0,0,0,19461125-9716,19190222-3138,1946,43
2621,87242,6,623c,Skogsbruksvetenskaplig högskoleutbildning (minst 3 år)                                              ,0,0,0,0,0,0,0,0,19230423-8900,19230423-8900,1923,67
2622,15383,5,999a,"Eftergymnasial utbildning, okänd inriktning                                                                   ",0,0,0,0,0,0,0,0,19530819-7867,19530819-7867,1953,37
2623,73646,5,727b,Receptarieutbildning                                                                                ,0,0,0,0,0,0,0,0,19170707-9998,19170707-9998,1917,73
2624,74851,300,723o,Omvårdnads- och omsorgsutbildning på gymnasial nivå                                                 ,0,0,0,0,0,0,0,0,19200518-6628,19050603-7979,1920,70
2625,66900,536,322c,Biblioteks- och informationsvetenskaplig högskoleutbildning (minst 3 år)                            ,0,0,0,0,0,0,0,0,19050603-7979,19050603-7979,1905,85
2626,70593,100,010x,Folkskoleutbildning och motsvarande                                                                 ,0,0,0,0,0,0,0,0,19070910-4238,19050603-7979,1907,83
2627,79827,4,863l,Militär utbildning på eftergymnasial nivå                                                       ,0,0,0,0,0,0,0,0,19320518-7141,19050603-7979,1932,58
2628,92563,300,999f,"Gymnasial utbildning, okänd inriktning                                                                 ",0,0,0,0,0,0,0,0,19520708-6532,19081013-7719,1952,38
2629,63700,559,345z,"Högskoleutbildning inom organisation, administration och förvaltning (minst 3 år)                       ",0,0,0,2,1,2,0,0,19081013-7719,19081013-7719,1908,82
2630,67822,4,727b,Receptarieutbildning                                                                                ,0,0,0,2,1,0,0,0,19561019-6743,19081013-7719,1956,34
2631,56542,500,762d,Socionomutbildning                                                                                  ,0,1,0,0,0,0,0,0,19330612-5590,19330612-5590,1933,57
2632,19974,538,380c,Juridisk högskoleutbildning (minst 3 år)                                                            ,0,0,0,0,0,0,0,0,19100520-3419,19100520-3419,1910,80
2633,32407,3,010c,Naturvetenskaplig gymnasieutbildning                                                                ,0,0,0,0,0,0,0,0,19100727-5722,19100520-3419,1910,80
2634,86073,300,104o,"Yrkesinriktad gymnasieutbildning inom naturvetenskap, matematik och IKT                               ",0,0,0,0,1,0,0,0,19130907-4335,19100520-3419,1913,77
2635,18746,5,723j. 723k,Sjuksköterskeutbildning                                                                             ,0,0,0,0,0,0,0,0,19160910-7288,19100520-3419,1916,74
2636,66338,4,761c,Fritidsledarutbildning (eftergymnasial)                                                             ,0,0,0,0,0,0,0,0,19080602-4209,19080602-4209,1908,82
2637,23702,322,105s,"Tekniskt gymnasium, 1-3 år                                                                          ",1,0,0,0,0,0,0,0,19211219-1167,19080602-4209,1921,68
2638,52654,300,213a,Gymnasial utbildning för medieproduktion                                                            ,0,0,0,0,0,0,0,0,19311128-5254,19080602-4209,1931,58
2639,11650,5,761c,Fritidsledarutbildning (eftergymnasial)                                                             ,0,1,1,0,2,0,0,0,19660701-5295,19080602-4209,1966,24
2640,70378,532,104u,"Minst 30 högskolepoäng inom naturvetenskap, matematik och IKT ej examen                                  ",0,0,0,0,1,0,0,0,19441212-8203,19001124-7834,1944,45
2641,27752,500,861a,Polisutbildning                                                                                     ,0,0,1,0,2,0,0,0,19001124-7834,19001124-7834,1900,89
2642,83626,412,103f,"Minst 30 högskolepoäng inom samhällsvetenskap, ekonomi och juridik, ej examen                              ",0,0,1,1,1,0,0,0,19660604-3753,19001124-7834,1966,24
2643,36997,559,345h,"Högskoleutbildning inom organisation, administration och förvaltning (minst 3 år)                       ",0,0,0,0,0,0,0,0,19021217-1169,19001124-7834,1902,87
2644,80205,553,311s,Högskoleutbildning i psykologi och psykoterapi (minst 3 år)                                         ,0,0,1,0,0,1,0,0,19020818-2973,19020818-2973,1902,88
2645,23718,5,726b,Arbetsterapeututbildning                                                                            ,0,0,0,0,1,0,0,0,19050807-6000,19020818-2973,1905,85
2646,33469,6,525x,"Civilingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi                               ",0,1,0,0,0,2,0,0,19380911-6095,19080427-7175,1938,52
2647,42347,6,581e,"Civilingenjörsutbildning inom samhällsbyggnad, byggnadsteknik och miljöteknik                                  ",0,1,2,0,0,2,0,0,19420630-5575,19080427-7175,1942,48
2648,95299,557,145o,"Ämneslärarutbildning, allmänna ämnen                                                                ",0,1,0,1,2,0,0,0,19080427-7175,19080427-7175,1908,82
2649,67105,300,101b,Gymnasial utbildning inom pedagogik och lärarutbildning                                           ,0,0,0,1,1,0,0,0,19481223-2873,19140601-8042,1948,41
2650,63466,553,311b,Högskoleutbildning i psykologi och psykoterapi (minst 3 år)                                         ,2,0,1,0,1,1,0,0,19510424-7679,19140601-8042,1951,39
2651,94991,412,107a,"Minst 30 högskolepoäng inom hälso- o sjukvård och social omsorg, ej examen                        ",3,1,1,0,1,1,0,0,19140601-8042,19140601-8042,1914,76
2652,13949,300,213e,Gymnasial utbildning för medieproduktion                                                            ,0,0,0,1,0,0,0,0,19630910-6770,19100207-7822,1963,27
2653,77429,6,211c,Konstnärlig eftergymnasial utbildning                                                               ,0,0,0,0,0,0,0,0,19340502-2681,19100207-7822,1934,56
2654,59007,532,105z,"Minst 30 högskolepoäng inom teknik och tillverkning, ej examen                                                 ",0,0,0,1,0,1,0,0,19100207-7822,19100207-7822,1910,80
2655,15359,300,999x,"Gymnasial utbildning, okänd inriktning                                                                 ",0,0,0,0,0,0,0,0,19170913-1916,19100207-7822,1917,73
2656,94094,547,581d,Arkitekt- och landskapsarkitektutbildning                                                           ,0,0,0,0,0,0,0,0,19540426-3018,19060805-3557,1954,36
2657,35156,300,761h,Gymnasial utbildning med inriktning mot barn och ungdom                                             ,0,1,1,0,1,1,0,0,19230422-4207,19060805-3557,1923,67
2658,64685,5,762b,Social service- och omsorgsutbildning                                                                            ,1,0,1,2,0,1,0,0,19060805-3557,19060805-3557,1906,84
2659,52693,55,522x,"Civilingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik                                        ",2,0,0,1,0,2,0,0,19380319-1135,19060805-3557,1938,52
2660,40417,557,340,Ekonomutbildning (högskoleutbildning minst 3 år)                                                    ,2,2,0,2,0,1,0,0,19500502-2538,19500502-2538,1950,40
2661,76300,330,525d,Gymnasieutbildning inom fordonsteknik            ,0,0,2,2,1,1,0,0,19210822-6939,19210822-6939,1921,69
2662,78756,537,523c,"Ingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik (eftergymnasial)                                ",0,0,1,0,1,0,0,0,19280108-7925,19280108-7925,1928,62
2663,12275,300,010a,"Samhällsvetenskaplig, social och humanistisk gymnasieutbildning                                     ",0,0,0,0,0,0,0,0,19190419-8810,19141119-9097,1919,71
2664,16922,5,726b,Arbetsterapeututbildning                                                                            ,0,0,0,0,0,0,0,0,19141119-9097,19141119-9097,1914,75
2665,20301,5,727b,Receptarieutbildning                                                                                ,0,0,0,1,0,0,0,0,19301205-3037,19301205-3037,1930,59
2666,11441,532,104i,"Minst 30 högskolepoäng inom naturvetenskap, matematik och IKT ej examen                                  ",0,0,0,0,0,0,0,0,19321218-3491,19130702-9013,1932,57
2667,53796,331,522e,Gymnasieutbildning inom elektro- och datateknik                   ,0,0,0,0,0,0,0,0,19130702-9013,19130702-9013,1913,77
2668,85168,546,529b,Övrig ingenjörsutbildning (eftergymnasial),0,0,0,0,0,0,0,0,19320202-3768,19130702-9013,1932,58
2669,81076,312,105l,"Tekniskt gymnasium, 1-3 år                                                                          ",0,0,0,0,0,0,0,0,19470405-6418,19130702-9013,1947,43
2670,88860,557,143d,Förskollärarutbildning                                                                              ,0,1,0,0,0,0,0,0,19620721-6436,19620721-6436,1962,28
