,Sun2000niva_old,SUN2000Niva,SUN2000Inr,SUN2000Grp,barn0_3,barn4_6,barn7_10,barn11_15,barn16_17,barn18plus,barn18_19,barn20plus,PersonNr,famID,FodesleAr,Alder
2056,94705,300,811x,Hotell- och restaurangutbildning på gymnasial nivå                                                  ,1,2,0,1,0,0,0,0,19780320-8037,19780320-8037,1978,-61
2057,35283,547,581e,"Civilingenjörsutbildning inom samhällsbyggnad, byggnadsteknik och miljöteknik                                  ",0,0,2,0,0,0,1,0,19041201-7671,19041201-7671,1904,73
2058,81853,4,725d,Biomedicinsk analytikerutbildning                                         ,1,0,0,0,1,0,1,0,19720116-9629,19041201-7671,1972,-67
2059,17605,413,522b,"Ingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik (eftergymnasial)                                ",0,0,0,1,0,0,0,0,19621026-8980,19041201-7671,1962,10
2060,21811,537,529x,Övrig ingenjörsutbildning (eftergymnasial),0,0,0,0,0,0,0,0,19431016-6431,19041201-7671,1943,19
2061,13320,5,726b,Arbetsterapeututbildning                                                                            ,0,1,0,0,0,0,2,0,19170425-4623,19170425-4623,1917,26
2062,24403,300,210a,Estetisk utbildning på gymnasial nivå                                                               ,1,0,0,1,0,0,0,0,19260422-2452,19170425-4623,1926,-8
2063,18740,6,542a,"Civilingenjörsutbildning inom kemi- och bioteknik, material- och geoteknik                              ",0,0,0,0,0,0,0,0,19220902-9448,19170425-4623,1922,4
2064,77319,55,520x,"Civilingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik                                        ",0,0,0,0,0,0,0,0,19600219-6200,19170425-4623,1960,-37
2065,36115,4,863g,Militär utbildning på eftergymnasial nivå                                                       ,0,2,1,0,0,0,0,0,19860702-1810,19860702-1810,1986,-25
2066,14314,527,589z,"Ingenjörsutbildning inom samhällsbyggnad, byggnadsteknik och miljöteknik (eftergymnasial)                                  ",0,0,1,0,0,0,0,0,19940830-6553,19191104-1352,1994,-7
2067,25356,328,541w,Gymnasieutbildning inom livsmedel       ,1,2,2,0,0,0,1,0,19191104-1352,19191104-1352,1919,74
2068,90864,537,523c,"Ingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik (eftergymnasial)                                ",1,1,2,0,1,0,1,1,19621109-8122,19191104-1352,1962,-43
2069,78685,324,543c,Gymnasieutbildning inom träteknik,0,0,0,0,2,0,0,0,19510707-8684,19510707-8684,1951,11
2070,62522,330,525h,Gymnasieutbildning inom fordonsteknik            ,0,0,0,0,2,0,2,3,19721104-1188,19060717-2904,1972,-21
2071,59137,546,529x,Övrig ingenjörsutbildning (eftergymnasial),0,0,0,0,0,0,0,0,19060717-2904,19060717-2904,1906,66
2072,90580,5,213,Konstnärlig eftergymnasial utbildning                                                               ,0,1,0,0,1,0,0,0,19780809-9834,19060717-2904,1978,-71
2073,24327,522,108u,"Minst 30 högskolepoäng inom tjänster, ej examen                                         ",0,1,0,0,0,0,0,0,19681020-9806,19681020-9806,1968,10
2074,62562,547,522a,"Civilingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik                                        ",0,0,0,0,0,0,0,1,19920814-3505,19681020-9806,1992,-23
2075,24391,522,107b,"Minst 30 högskolepoäng inom hälso- o sjukvård och social omsorg, ej examen                        ",0,0,0,0,0,0,0,0,20000930-7390,20000930-7390,2000,-7
2076,51391,333,582e,Gymnasieutbildning inom bygg                   ,0,0,0,0,0,0,0,0,19140127-2438,19140127-2438,1914,86
2077,47744,324,543c,Gymnasieutbildning inom träteknik,0,2,0,0,1,0,0,0,19841201-1468,19140127-2438,1984,-70
2078,47645,611,312u,Samhälls- och beteendevetenskaplig högskoleutbildning (minst 3 år)                                  ,0,0,0,0,0,0,0,0,19840415-2670,19840415-2670,1984,0
2079,67490,5,726a,Fysioterapeututbildning                                                       ,0,3,1,0,1,0,0,2,19951125-3931,19951125-3931,1995,-11
2080,88525,300,010x,"Samhällsvetenskaplig, social och humanistisk gymnasieutbildning                                     ",0,0,3,1,0,0,0,2,19351012-2765,19351012-2765,1935,60
2081,78145,5,724d,Tandhygienistutbildning                                                                             ,0,0,0,1,1,0,0,0,19390815-3182,19351012-2765,1939,-3
2082,69093,6,581d,Arkitekt- och landskapsarkitektutbildning                                                           ,0,0,0,0,0,0,0,0,19010807-1303,19010807-1303,1901,38
2083,51402,55,581c,Arkitekt- och landskapsarkitektutbildning                                                           ,0,0,0,0,0,0,0,0,19131115-1323,19010807-1303,1913,-12
2084,15801,324,543c,Gymnasieutbildning inom träteknik,2,1,0,1,0,0,0,0,19820315-4156,19010807-1303,1982,-68
2085,84649,5,726a,Fysioterapeututbildning                                                       ,0,0,1,0,0,0,0,0,19480412-7148,19010807-1303,1948,34
2086,79937,538,211b,Humanistisk högskoleutbildning (minst 3 år)                                                         ,3,0,0,1,0,0,0,1,19880307-2250,19121107-7396,1988,-39
2087,70830,522,105p,"Minst 30 högskolepoäng inom teknik och tillverkning, ej examen                                                 ",1,0,1,0,4,0,1,0,19280914-6452,19121107-7396,1928,60
2088,28611,536,522x,"Ingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik (eftergymnasial)                                ",0,2,0,0,0,0,0,0,19121107-7396,19121107-7396,1912,15
2089,81211,54,727x,Apotekarutbildning                                                                                  ,0,0,0,0,0,0,0,0,19901001-1249,19080814-9662,1990,-77
2090,77625,412,105h,"Minst 30 högskolepoäng inom teknik och tillverkning, ej examen                                                 ",0,0,0,0,0,0,0,0,19640307-5942,19080814-9662,1964,26
2091,89111,5,725d,Biomedicinsk analytikerutbildning                                         ,0,0,0,0,0,0,0,1,19080814-9662,19080814-9662,1908,56
2092,10207,4,213i,"Medieproduktion, eftergymnasial utbildning                                                          ",0,0,0,0,0,0,0,0,19141121-6415,19141121-6415,1914,-6
2093,68696,300,010x,"Samhällsvetenskaplig, social och humanistisk gymnasieutbildning                                     ",0,0,1,2,0,0,0,2,19790625-7330,19120210-9196,1979,-64
2094,38250,413,010c,Naturvetenskaplig gymnasieutbildning                                                                ,0,0,0,0,0,0,0,0,19120210-9196,19120210-9196,1912,67
2095,11199,300,388b,Yrkesinriktad utbildning på gymnasial nivå inom handel och administration                           ,1,3,0,0,1,0,1,1,19320527-2366,19120210-9196,1932,-19
2096,85019,5,999n,"Eftergymnasial utbildning, okänd inriktning                                                                   ",2,0,1,0,0,0,1,3,19401218-4814,19401218-4814,1940,-8
2097,93415,300,623c,Gymnasial utbildning inom lant- och skogsbruk samt djursjukvård                                     ,0,1,0,0,0,0,1,1,19900128-9556,19401218-4814,1990,-49
2098,71661,6,213k,"Medieproduktion, eftergymnasial utbildning                                                          ",0,0,0,0,0,0,0,0,19670708-3548,19401218-4814,1967,23
2099,28479,500,861a,Polisutbildning                                                                                     ,0,0,0,0,0,0,0,0,19790211-7753,19401218-4814,1979,-11
2100,73510,539,345g,"Högskoleutbildning inom organisation, administration och förvaltning (minst 3 år)                       ",0,1,1,1,1,0,0,1,19490807-4441,19060321-8140,1949,30
2101,24173,413,581x,"Ingenjörsutbildning inom samhällsbyggnad, byggnadsteknik och miljöteknik (eftergymnasial)                                  ",0,0,0,0,0,0,0,0,19060321-8140,19060321-8140,1906,43
2102,81051,532,210b,"Minst 30 högskolepoäng inom humaniora och konst, ej examen                                        ",1,0,0,0,0,0,0,1,20011220-2440,19060321-8140,2001,-95
2103,75256,5,727b,Receptarieutbildning                                                                                ,0,0,0,0,0,0,0,0,20000128-5501,19121212-3666,2000,1
2104,69100,55,527a,"Civilingenjörsutbildning inom samhällsbyggnad, byggnadsteknik och miljöteknik                                  ",0,0,0,0,0,0,0,0,19740326-5493,19121212-3666,1974,26
2105,73570,300,999q,"Gymnasial utbildning, okänd inriktning                                                                 ",0,3,1,0,0,0,1,2,19850901-7898,19121212-3666,1985,-10
2106,92845,300,010a,"Samhällsvetenskaplig, social och humanistisk gymnasieutbildning                                     ",0,0,0,0,0,0,0,0,19121212-3666,19121212-3666,1912,72
2107,93456,332,105y,"Tekniskt gymnasium, 1-3 år                                                                          ",0,0,0,0,0,0,0,0,19961118-9946,19961118-9946,1996,-84
2108,61168,300,724k,Tandvårdsutbildning på gymnasial nivå                                                               ,0,0,0,0,0,0,0,0,19120527-5371,19120527-5371,1912,84
2109,99869,5,726a,Fysioterapeututbildning                                                       ,1,3,1,1,1,0,0,0,19160115-7919,19120527-5371,1916,-3
2110,77814,527,143b,Fritidspedagogutbildning                                                                            ,1,0,0,0,1,0,2,0,19200831-5149,19120527-5371,1920,-3
2111,36739,6,727a,Apotekarutbildning                                                                                  ,0,0,0,0,0,0,0,0,19611125-4369,19120527-5371,1961,-41
2112,59715,522,105m,"Minst 30 högskolepoäng inom teknik och tillverkning, ej examen                                                 ",0,0,0,0,0,0,0,0,19040616-4001,19040616-4001,1904,57
2113,96830,547,143a,Förskollärarutbildning                                                                              ,0,0,0,0,0,0,0,0,19120811-8504,19040616-4001,1912,-7
2114,26784,537,529b,Övrig ingenjörsutbildning (eftergymnasial),1,0,1,0,2,0,0,0,19940618-2352,19040616-4001,1994,-81
2115,33951,55,526a,"Civilingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi                               ",0,0,0,0,0,0,0,0,19670816-6529,19330722-1928,1967,27
2116,36650,677,314,Ekonomutbildning (högskoleutbildning minst 3 år)                                                    ,0,0,1,0,0,0,1,1,19870307-4956,19330722-1928,1987,-19
2117,28112,327,542d,Gymnasieutbildning inom processteknik       ,0,1,0,0,0,0,0,1,19330722-1928,19330722-1928,1933,54
2118,49202,6,727a,Apotekarutbildning                                                                                  ,1,1,1,0,1,0,2,0,19920312-5074,19330722-1928,1992,-58
2119,45328,333,582e,Gymnasieutbildning inom bygg                   ,0,0,1,0,1,0,0,0,19790322-7971,19790322-7971,1979,13
2120,23574,5,724d,Tandhygienistutbildning                                                                             ,0,0,0,1,0,0,1,0,19001113-2716,19001113-2716,1900,78
2121,20328,4,213l,"Medieproduktion, eftergymnasial utbildning                                                          ",0,0,0,0,0,0,0,0,19930605-5795,19001113-2716,1993,-92
2122,57205,413,526b,"Ingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi  (eftergymnasial)                         ",0,1,1,0,0,0,1,1,19800625-2709,19800625-2709,1980,13
2123,51058,557,211b,Humanistisk högskoleutbildning (minst 3 år)                                                         ,0,0,0,0,0,0,0,0,19980520-3514,19800625-2709,1998,-17
2124,71762,558,380i,Juridisk högskoleutbildning (minst 3 år)                                                            ,0,0,0,0,0,0,0,0,19490629-3359,19240111-6831,1949,49
2125,55985,557,149a,Speciallärar- och specialpedagogutbildning                                                                              ,0,0,0,0,1,0,0,0,19331127-5788,19240111-6831,1933,15
2126,93299,3,010c,Naturvetenskaplig gymnasieutbildning                                                                ,0,0,0,0,0,0,0,0,19240111-6831,19240111-6831,1924,9
2127,79646,547,144i,Lärarutbildning för grundskolans tidiga åldrar                                                       ,0,1,0,0,0,0,1,2,19531105-8727,19240111-6831,1953,-29
2128,22470,4,727b,Receptarieutbildning                                                                                ,0,1,1,2,0,0,0,1,19851029-4353,19100713-4619,1985,-31
2129,75214,300,723u,Omvårdnads- och omsorgsutbildning på gymnasial nivå                                                 ,0,0,2,0,0,0,0,0,19390413-3818,19100713-4619,1939,46
2130,78638,557,145i,"Ämneslärarutbildning, allmänna ämnen                                                                ",0,0,0,0,0,0,0,0,19100713-4619,19100713-4619,1910,29
2131,59413,331,523e,Gymnasieutbildning inom elektro- och datateknik                   ,0,0,0,0,0,0,0,0,20020215-4775,19780616-4597,2002,-91
2132,38927,300,761l,Gymnasial utbildning med inriktning mot barn och ungdom                                             ,0,0,0,0,0,0,0,0,19780616-4597,19780616-4597,1978,24
2133,29905,531,312g,Samhälls- och beteendevetenskaplig högskoleutbildning (minst 3 år)                                  ,0,0,0,0,0,0,0,0,19890207-7013,19780616-4597,1989,-10
2134,22576,5,211c,Konstnärlig eftergymnasial utbildning                                                               ,0,0,1,0,1,0,1,1,19341119-4324,19171123-8770,1934,54
2135,63115,559,345b,"Högskoleutbildning inom organisation, administration och förvaltning (minst 3 år)                       ",0,1,1,1,0,0,0,0,19890402-5058,19171123-8770,1989,-54
2136,41566,417,146b,Yrkeslärarutbildning                                                                                ,0,0,1,0,0,0,2,0,19171123-8770,19171123-8770,1917,71
2137,93963,300,388b,Yrkesinriktad utbildning på gymnasial nivå inom handel och administration                           ,0,0,0,0,1,0,0,1,20000121-6689,19171123-8770,2000,-82
2138,19218,6,623o,Skogsbruksvetenskaplig högskoleutbildning (minst 3 år)                                              ,0,0,0,0,0,0,1,0,19240722-6285,19001224-9197,1924,76
2139,94084,300,999c,"Gymnasial utbildning, okänd inriktning                                                                 ",0,0,0,0,0,0,0,0,19001224-9197,19001224-9197,1900,23
2140,19264,53-55,621,Lantbruksvetenskaplig högskoleutbildning (minst 3 år)                                               ,0,1,1,0,0,0,0,2,19650408-7934,19030427-6931,1965,-64
2141,63942,200,010x,Grundskoleutbildning och motsvarande                                                                ,0,0,0,0,0,0,0,0,19030427-6931,19030427-6931,1903,62
2142,67123,6,42,Naturvetenskaplig högskoleutbildning (minst 3 år)                                                   ,0,0,0,1,0,0,0,0,19420903-4264,19030427-6931,1942,-38
2143,25643,300,762a 762b,Omvårdnads- och omsorgsutbildning på gymnasial nivå                                                 ,0,0,0,0,0,0,0,0,19910313-7133,19670118-1063,1991,-48
2144,72275,331,523e,Gymnasieutbildning inom elektro- och datateknik                   ,1,0,0,0,1,0,0,1,19670118-1063,19670118-1063,1967,24
2145,39286,5,761c,Fritidsledarutbildning (eftergymnasial)                                                             ,0,0,0,0,0,0,0,0,19670618-2615,19670118-1063,1967,0
2146,87400,5,762c,Social service- och omsorgsutbildning                                                                            ,1,0,0,1,0,0,0,0,19020201-3092,19020201-3092,1902,65
2147,39393,547,146k,Lärarutbildning i praktisk-estetiska ämnen                                              ,0,0,0,0,0,0,0,0,19430826-5227,19430826-5227,1943,-40
2148,32333,6,622,Lantbruksvetenskaplig högskoleutbildning (minst 3 år)                                               ,0,0,0,0,0,0,0,0,19761204-3935,19430826-5227,1976,-33
2149,27728,55,727a,Apotekarutbildning                                                                                  ,0,2,0,1,0,0,0,0,19920218-1233,19430826-5227,1992,-15
2150,61636,537,144j,Lärarutbildning för grundskolans tidiga åldrar                                                       ,0,1,0,1,0,0,2,2,19060303-1859,19060303-1859,1906,86
2151,18509,557,149d,Speciallärar- och specialpedagogutbildning                                                                              ,0,0,0,0,0,0,0,0,19840401-8304,19060303-1859,1984,-77
2152,27021,4,999y,"Eftergymnasial utbildning, okänd inriktning                                                                   ",1,0,0,1,0,0,1,0,19090220-6436,19090220-6436,1909,75
2153,20542,557,314,Ekonomutbildning (högskoleutbildning minst 3 år)                                                    ,0,0,0,0,0,0,0,0,19130612-5821,19090220-6436,1913,-3
2154,82185,522,105v,"Minst 30 högskolepoäng inom teknik och tillverkning, ej examen                                                 ",1,0,1,1,0,0,2,1,19000817-6226,19000817-6226,1900,13
2155,58210,330,525t,Gymnasieutbildning inom fordonsteknik            ,0,0,0,0,0,0,0,0,19780818-9398,19630324-1963,1978,-77
2156,87880,300,010a,"Samhällsvetenskaplig, social och humanistisk gymnasieutbildning                                     ",1,0,2,0,0,0,1,1,19630324-1963,19630324-1963,1963,15
2157,44297,300,999n,"Gymnasial utbildning, okänd inriktning                                                                 ",1,1,1,0,0,0,0,2,19110918-8227,19110918-8227,1911,52
2158,64400,300,811k,Hotell- och restaurangutbildning på gymnasial nivå                                                  ,3,0,1,0,0,0,0,0,19460322-3337,19110918-8227,1946,-34
2159,22388,6,863y,Militär utbildning på eftergymnasial nivå                                                       ,0,0,0,0,0,0,0,0,19240807-1793,19110918-8227,1924,22
2160,62537,300,101u,Gymnasial utbildning inom pedagogik och lärarutbildning                                           ,0,0,0,0,1,0,0,1,19460207-6286,19110918-8227,1946,-21
2161,88706,300,761h,Gymnasial utbildning med inriktning mot barn och ungdom                                             ,1,1,0,0,1,0,1,1,19700710-5850,19700710-5850,1970,-23
2162,95402,547,143c,Förskollärarutbildning                                                                              ,0,1,0,1,0,0,0,0,20010817-9430,19140826-3067,2001,-30
2163,13698,5,726b,Arbetsterapeututbildning                                                                            ,1,0,0,1,0,0,1,1,19140826-3067,19140826-3067,1914,87
2164,77569,531,312a,Samhälls- och beteendevetenskaplig högskoleutbildning (minst 3 år)                                  ,0,0,0,0,0,0,0,0,19221026-3732,19221026-3732,1922,-7
2165,19080,200,010x,Grundskoleutbildning och motsvarande                                                                ,0,0,0,0,0,0,0,0,19490705-9893,19221026-3732,1949,-26
2166,47850,546,524c,"Ingenjörsutbildning inom kemi- och bioteknik, material- och geoteknik (eftergymnasial)                ",1,1,0,0,1,0,1,0,19670312-4255,19221026-3732,1967,-17
2167,10551,300,104p,"Yrkesinriktad gymnasieutbildning inom naturvetenskap, matematik och IKT                               ",1,0,0,0,1,0,0,1,19060721-8656,19060721-8656,1906,61
2168,32854,537,143a,Förskollärarutbildning                                                                              ,0,0,0,0,0,0,0,0,19710718-7263,19500805-4487,1971,-64
2169,70359,522,104o,"Minst 30 högskolepoäng inom naturvetenskap, matematik och IKT ej examen                                  ",0,0,0,0,1,0,0,0,19500805-4487,19500805-4487,1950,21
2170,39808,6,623n,Skogsbruksvetenskaplig högskoleutbildning (minst 3 år)                                              ,0,1,0,0,1,0,0,0,19530906-9148,19500805-4487,1953,-2
2171,79981,55,529x,Övrig civilingenjörsutbildning                                                  ,0,0,0,0,0,0,0,0,19890415-3442,19890415-3442,1989,-35
2172,20040,55,727a,Apotekarutbildning                                                                                  ,0,0,0,0,0,0,0,0,19270824-8317,19270824-8317,1927,62
2173,17982,300,213w,Gymnasial utbildning för medieproduktion                                                            ,0,1,1,0,1,0,0,0,19421128-4423,19270824-8317,1942,-15
2174,65594,300,388b,Yrkesinriktad utbildning på gymnasial nivå inom handel och administration                           ,0,1,0,0,0,0,0,0,19271008-9614,19271008-9614,1927,15
2175,11927,6,42,Naturvetenskaplig högskoleutbildning (minst 3 år)                                                   ,0,0,0,0,0,0,0,0,19541126-4767,19271008-9614,1954,-27
2176,15948,300,723v,Omvårdnads- och omsorgsutbildning på gymnasial nivå                                                 ,3,1,0,1,0,0,1,0,19100301-6584,19100301-6584,1910,44
2177,33609,6,863j,Militär utbildning på eftergymnasial nivå                                                       ,1,0,0,0,2,0,0,0,19190923-1774,19100301-6584,1919,-8
2178,24718,328,541s,Gymnasieutbildning inom livsmedel       ,0,1,1,1,0,0,1,0,19821018-3518,19821018-3518,1982,-62
2179,82803,6,481b,Naturvetenskaplig högskoleutbildning (minst 3 år)                                                   ,1,0,0,1,1,0,1,0,19240901-6087,19040821-4743,1924,58
2180,73884,329,542z,Gymnasieutbildning inom textil- och konfektionsteknik            ,3,0,1,0,1,0,1,0,19990119-3822,19040821-4743,1999,-74
2181,83929,4,726a,Fysioterapeututbildning                                                       ,1,0,0,1,0,0,0,0,19040821-4743,19040821-4743,1904,95
2182,81673,300,213a,Gymnasial utbildning för medieproduktion                                                            ,0,0,0,0,0,0,0,0,19761001-4019,19040821-4743,1976,-71
2183,10650,300,104a,"Yrkesinriktad gymnasieutbildning inom naturvetenskap, matematik och IKT                               ",1,0,0,2,0,0,0,1,19550326-5738,19131223-8125,1955,21
2184,30871,537,340,Ekonomutbildning (högskoleutbildning minst 3 år)                                                    ,1,0,1,0,0,0,0,0,19131223-8125,19131223-8125,1913,41
2185,56716,557,724x,Tandläkarutbildning                                                                                 ,1,0,0,1,2,0,1,1,19530206-8146,19131223-8125,1953,-39
2186,81114,55,549z,"Civilingenjörsutbildning inom kemi- och bioteknik, material- och geoteknik                              ",1,0,0,0,2,0,0,0,19991118-9406,19131223-8125,1999,-46
2187,53650,522,105p,"Minst 30 högskolepoäng inom teknik och tillverkning, ej examen                                                 ",1,1,1,0,0,0,1,0,19320817-2778,19320817-2778,1932,67
2188,23540,6,581d,Arkitekt- och landskapsarkitektutbildning                                                           ,0,0,0,0,0,0,0,0,19551105-4385,19221230-6814,1955,-23
2189,93534,5,761c,Fritidsledarutbildning (eftergymnasial)                                                             ,0,0,0,1,0,0,0,0,19350330-4855,19221230-6814,1935,20
2190,38540,324,543c,Gymnasieutbildning inom träteknik,0,0,0,0,0,0,0,0,19221230-6814,19221230-6814,1922,12
2191,72979,323,521g,Gymnasieutbildning inom verkstadsteknik,0,0,0,0,0,0,0,0,19250404-9829,19250404-9829,1925,-2
2192,15228,6,620,Lantbruksvetenskaplig högskoleutbildning (minst 3 år)                                               ,0,0,0,0,1,0,0,0,19430223-7002,19250404-9829,1943,-17
2193,59119,300,622c,Gymnasial utbildning inom lant- och skogsbruk samt djursjukvård                                     ,0,1,0,1,1,0,1,0,19670112-1335,19380817-2313,1967,-23
2194,67936,537,143b,Fritidspedagogutbildning                                                                            ,0,0,0,0,0,0,0,0,19601209-6468,19380817-2313,1960,6
2195,27264,500,861a,Polisutbildning                                                                                     ,0,1,1,1,1,0,2,3,19380817-2313,19380817-2313,1938,22
2196,53080,527,146k,Lärarutbildning i praktisk-estetiska ämnen                                              ,0,0,0,0,0,0,1,0,19881221-9222,19380817-2313,1988,-50
2197,51413,547,144r,Lärarutbildning för grundskolans tidiga åldrar                                                       ,1,0,0,1,0,0,0,0,19311204-1558,19311204-1558,1931,56
2198,82341,329,542d,Gymnasieutbildning inom textil- och konfektionsteknik            ,0,0,0,0,0,0,0,0,19710817-4238,19710817-4238,1971,-39
2199,41369,536,322y,Biblioteks- och informationsvetenskaplig högskoleutbildning (minst 3 år)                            ,0,0,0,0,0,0,0,0,19511230-1774,19280424-3907,1951,19
2200,64612,4,726a,Fysioterapeututbildning                                                       ,0,0,0,0,0,0,0,0,19280424-3907,19280424-3907,1928,23
2201,71333,413,589z,"Ingenjörsutbildning inom samhällsbyggnad, byggnadsteknik och miljöteknik (eftergymnasial)                                  ",0,0,0,0,0,0,0,0,19340225-7631,19280424-3907,1934,-5
2202,14341,300,621c,Gymnasial utbildning inom lant- och skogsbruk samt djursjukvård                                     ,0,0,0,0,1,0,0,0,19630624-3799,19170419-2880,1963,-28
2203,95477,300,761o,Gymnasial utbildning med inriktning mot barn och ungdom                                             ,0,0,0,1,0,0,0,0,19720605-7964,19170419-2880,1972,-8
2204,44015,323,521a,Gymnasieutbildning inom verkstadsteknik,1,0,0,0,2,0,0,2,19170419-2880,19170419-2880,1917,55
2205,55358,300,723s,Omvårdnads- och omsorgsutbildning på gymnasial nivå                                                 ,1,0,0,0,0,0,1,0,19630224-9747,19170419-2880,1963,-45
2206,96611,537,143b,Fritidspedagogutbildning                                                                            ,0,0,0,0,0,0,0,0,19730504-6868,19551125-4744,1973,-9
2207,92718,413,581b,"Ingenjörsutbildning inom samhällsbyggnad, byggnadsteknik och miljöteknik (eftergymnasial)                                  ",0,0,0,0,0,0,0,0,19980221-7221,19551125-4744,1998,-24
2208,15647,417,146e,Yrkeslärarutbildning                                                                                ,0,0,0,1,0,0,0,1,19551125-4744,19551125-4744,1955,42
2209,21206,4,840u,Transportutbildning på eftergymnasial nivå                                                          ,0,0,0,0,0,0,0,0,19990317-1814,19990317-1814,1999,-43
2210,67084,6,527x,"Civilingenjörsutbildning inom samhällsbyggnad, byggnadsteknik och miljöteknik                                  ",0,0,0,0,0,0,0,0,19331008-4232,19331008-4232,1933,66
2211,71217,332,105x,"Tekniskt gymnasium, 1-3 år                                                                          ",0,0,0,0,0,0,0,1,19880608-8957,19331008-4232,1988,-54
2212,15788,557,640x,Veterinärutbildning                                                                                 ,0,0,0,0,0,0,0,0,19010510-8352,19010510-8352,1901,87
2213,84178,557,222,Humanistisk högskoleutbildning (minst 3 år)                                                         ,0,0,0,0,0,0,0,0,19451013-9929,19010510-8352,1945,-43
2214,30270,539,345f,"Högskoleutbildning inom organisation, administration och förvaltning (minst 3 år)                       ",0,1,0,0,0,0,0,0,19810211-4447,19010510-8352,1981,-35
2215,17832,522,106o,"Minst 30 högskolepoäng inom lant- och skogsbruk samt djursjukvård, ej examen                         ",0,0,0,0,0,0,0,0,19070121-3505,19010510-8352,1907,74
2216,93098,333,582e,Gymnasieutbildning inom bygg                   ,0,0,0,0,0,0,0,0,19960404-5225,19310610-9791,1996,-88
2217,69620,300,213b,Gymnasial utbildning för medieproduktion                                                            ,0,1,0,0,0,0,1,0,19970402-2775,19310610-9791,1997,0
2218,36489,4,725d,Biomedicinsk analytikerutbildning                                         ,0,0,0,0,0,0,0,0,19310610-9791,19310610-9791,1931,66
2219,36653,538,380n,Juridisk högskoleutbildning (minst 3 år)                                                            ,1,0,0,0,0,0,0,0,19880517-9539,19310610-9791,1988,-56
2220,67771,633,311i,Högskoleutbildning i psykologi och psykoterapi (minst 3 år)                                         ,0,1,0,0,0,0,0,0,19930717-6516,19160912-6127,1993,-4
2221,22307,500,861a,Polisutbildning                                                                                     ,0,0,0,0,0,0,0,0,19160912-6127,19160912-6127,1916,77
2222,79086,300,010a,"Samhällsvetenskaplig, social och humanistisk gymnasieutbildning                                     ",0,1,0,0,0,0,1,0,19171126-3849,19160912-6127,1917,-1
2223,61767,300,811j,Hotell- och restaurangutbildning på gymnasial nivå                                                  ,1,1,0,0,0,0,0,0,19330626-1781,19160912-6127,1933,-15
2224,67050,324,543c,Gymnasieutbildning inom träteknik,0,1,1,0,0,0,0,0,20001219-2841,19160922-5998,2000,-67
2225,78400,323,521u,Gymnasieutbildning inom verkstadsteknik,0,0,0,0,0,0,0,0,19160922-5998,19160922-5998,1916,84
2226,22055,300,210a,Estetisk utbildning på gymnasial nivå                                                               ,0,0,0,0,0,0,0,0,19660730-6862,19301017-1084,1966,-49
2227,69132,6,521a,"Civilingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi                               ",1,1,2,0,0,0,2,0,19600907-1018,19301017-1084,1960,6
2228,34879,557,640a,Veterinärutbildning                                                                                 ,0,3,0,2,0,0,0,1,19301017-1084,19301017-1084,1930,30
2229,11059,531,44,Naturvetenskaplig högskoleutbildning (minst 3 år)                                                   ,1,0,1,1,1,0,0,1,19780322-8105,19301017-1084,1978,-47
2230,29800,300,811q,Hotell- och restaurangutbildning på gymnasial nivå                                                  ,0,0,0,0,0,0,0,0,19770814-2999,19360628-4928,1977,1
2231,83957,300,210a,Estetisk utbildning på gymnasial nivå                                                               ,1,0,1,0,0,0,0,2,19360628-4928,19360628-4928,1936,41
2232,99801,3,010c,Naturvetenskaplig gymnasieutbildning                                                                ,0,1,1,1,0,0,0,0,19040107-8345,19040107-8345,1904,32
2233,96331,330,525g,Gymnasieutbildning inom fordonsteknik            ,0,0,0,0,0,0,0,0,19180624-1639,19180624-1639,1918,-13
2234,71388,500,861a,Polisutbildning                                                                                     ,0,0,0,0,0,0,0,0,19270424-9224,19180624-1639,1927,-8
2235,25382,557,640x,Veterinärutbildning                                                                                 ,1,0,0,0,0,0,2,1,19911109-2567,19180624-1639,1991,-64
2236,78315,325,522d,Gymnasieutbildning inom energi och VVS       ,1,0,0,0,0,0,0,1,19201127-2905,19201127-2905,1920,70
2237,90738,413,544x,"Ingenjörsutbildning inom kemi- och bioteknik, material- och geoteknik (eftergymnasial)                ",0,0,0,1,0,0,0,0,19151126-9338,19151126-9338,1915,4
2238,33571,100,010x,Folkskoleutbildning och motsvarande                                                                 ,0,0,0,0,0,0,0,0,19710214-6844,19151126-9338,1971,-55
2239,38662,6,523x,"Civilingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik                                        ",0,0,0,0,0,0,0,0,19291015-1433,19151126-9338,1929,42
2240,37068,300,761x,Gymnasial utbildning med inriktning mot barn och ungdom                                             ,0,0,1,1,0,0,1,1,19320122-5309,19151126-9338,1932,-2
2241,72480,5,727b,Receptarieutbildning                                                                                ,0,0,0,0,0,0,0,0,19080825-5038,19080825-5038,1908,24
