<<<<<<< Updated upstream
,Sun2000niva_old,SUN2000Niva,SUN2000Inr,SUN2000Grp,Barn0_3,Barn4_6,Barn7_10,Barn11_15,Barn16_17,Barn18plus,Barn18_19,Barn20plus,PersonNr,FamId,FodesleAr,Alder
5201,73718,556,221b,Teologisk eftergymnasial utbildning (minst 3 år)                                                           ,0,2,0,0,0,0,1,0,19810613-7845,19371122-9402,1981,-69
"5202,68132,522,210b,""Minst 30 högskolepoäng inom humaniora och konst, ej examen                                        "",0,0,0,0,0,0,0,0,19440917-9804,19371122-9402,1944,37"
5203,76207,323,521v,Gymnasieutbildning inom verkstadsteknik,0,0,1,0,0,0,0,0,19940316-6301,19371122-9402,1994,-49
5204,69005,4,761c,Fritidsledarutbildning (eftergymnasial)                                                             ,0,0,0,0,0,0,1,2,19371122-9402,19371122-9402,1937,56
"5205,49815,413,520x,""Ingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik (eftergymnasial)                                "",0,0,1,0,3,0,0,0,20011016-8352,19270211-2281,2001,-63"
5206,62343,5,726a,Fysioterapeututbildning                                                       ,1,0,0,0,1,0,1,0,19270211-2281,19270211-2281,1927,74
5207,48071,55,529x,Övrig civilingenjörsutbildning                                                  ,0,0,0,0,0,0,0,0,19531204-5151,19270211-2281,1953,-26
5208,46033,6,481b,Naturvetenskaplig högskoleutbildning (minst 3 år)                                                   ,0,0,0,0,2,0,0,0,19931205-2432,19931205-2432,1993,-40
5209,46333,6,863v,Militär utbildning på eftergymnasial nivå                                                       ,0,0,0,0,0,0,0,0,19401004-6817,19050514-1693,1940,53
5210,89148,4,840k,Transportutbildning på eftergymnasial nivå                                                          ,1,2,0,0,0,0,0,3,19170611-6081,19050514-1693,1917,23
5211,62621,533,311q,Högskoleutbildning i psykologi och psykoterapi (minst 3 år)                                         ,1,2,0,0,1,0,0,0,19050514-1693,19050514-1693,1905,12
5212,79114,3,010c,Naturvetenskaplig gymnasieutbildning                                                                ,1,0,0,0,1,0,0,0,19601231-9207,19050514-1693,1960,-55
5213,14963,4,213,Konstnärlig eftergymnasial utbildning                                                               ,0,0,0,0,0,0,0,0,19250430-3878,19250430-3878,1925,35
5214,14430,557,721m,Läkarutbildning                                                                                     ,1,0,2,4,0,0,1,1,19790917-6587,19250430-3878,1979,-53
5215,17167,500,762d,Socionomutbildning                                                                                  ,0,0,0,0,0,0,0,0,19480621-7457,19480621-7457,1948,31
5216,69068,330,525h,Gymnasieutbildning inom fordonsteknik            ,0,0,0,0,0,0,1,0,19090216-4695,19090105-3111,1909,39
5217,91541,300,388b,Yrkesinriktad utbildning på gymnasial nivå inom handel och administration                           ,0,0,0,0,0,0,0,0,19140805-4644,19090105-3111,1914,-4
5218,74303,300,723t,Omvårdnads- och omsorgsutbildning på gymnasial nivå                                                 ,0,0,0,2,0,0,0,1,19090105-3111,19090105-3111,1909,5
5219,29154,324,543c,Gymnasieutbildning inom träteknik,0,0,1,0,0,0,0,0,19720315-9888,19090105-3111,1972,-62
5220,59217,5,723n,Sjuksköterskeutbildning                                                                             ,1,2,3,0,0,0,0,1,19750318-2305,19570720-9265,1975,-2
"5221,52197,557,145w,""Ämneslärarutbildning, allmänna ämnen                                                                "",0,0,0,0,1,0,0,1,19570720-9265,19570720-9265,1957,18"
5222,63282,333,582e,Gymnasieutbildning inom bygg                   ,0,0,0,0,0,0,0,0,19350224-6961,19020709-8718,1935,22
5223,52885,100,010x,Folkskoleutbildning och motsvarande                                                                 ,1,0,0,0,1,0,0,0,19340121-1713,19020709-8718,1934,1
5224,27364,300,811u,Hotell- och restaurangutbildning på gymnasial nivå                                                  ,1,0,0,0,1,0,0,0,19890428-2562,19020709-8718,1989,-54
5225,76687,300,724x,Tandvårdsutbildning på gymnasial nivå                                                               ,0,0,0,0,0,0,1,0,19020709-8718,19020709-8718,1902,87
5226,52382,331,523e,Gymnasieutbildning inom elektro- och datateknik                   ,0,0,2,1,1,0,0,2,19870705-6739,19100113-8543,1987,-84
5227,79272,557,724b,Tandläkarutbildning                                                                                 ,0,1,0,0,1,0,0,0,19100113-8543,19100113-8543,1910,77
5228,68552,5,762a,Social service- och omsorgsutbildning                                                                            ,0,0,0,0,0,0,0,0,19881217-8300,19881217-8300,1988,-78
5229,17905,4,725d,Biomedicinsk analytikerutbildning                                         ,0,0,0,0,0,0,0,0,19521116-9832,19070810-7779,1952,35
"5230,76957,55,522x,""Civilingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik                                        "",0,0,0,0,0,0,0,1,19070810-7779,19070810-7779,1907,45"
5231,37899,500,861a,Polisutbildning                                                                                     ,1,0,1,2,2,0,0,1,19981210-4281,19250801-9712,1998,-91
5232,84538,324,543c,Gymnasieutbildning inom träteknik,0,1,1,0,0,0,0,0,19250801-9712,19250801-9712,1925,73
"5233,78406,300,999o,""Gymnasial utbildning, okänd inriktning                                                                 "",0,0,1,0,0,0,1,0,19460223-2810,19250801-9712,1946,-20"
"5234,41120,55,526x,""Civilingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi                               "",0,0,0,0,1,0,0,0,19090219-5536,19090219-5536,1909,37"
5235,75175,557,640a,Veterinärutbildning                                                                                 ,0,0,1,0,0,0,1,0,19530822-5337,19090219-5536,1953,-43
5236,33364,4,727b,Receptarieutbildning                                                                                ,0,0,0,0,0,0,0,0,19191018-2991,19191018-2991,1919,34
5237,18124,300,623c,Gymnasial utbildning inom lant- och skogsbruk samt djursjukvård                                     ,0,0,0,1,3,0,0,1,19760915-3311,19191018-2991,1976,-56
5238,14599,329,542i,Gymnasieutbildning inom textil- och konfektionsteknik            ,0,0,0,1,1,0,2,0,19810226-7470,19340301-3981,1981,-4
"5239,27899,4,999q,""Eftergymnasial utbildning, okänd inriktning                                                                   "",2,1,1,3,0,0,1,1,19340301-3981,19340301-3981,1934,47"
5240,71599,557,721v,Läkarutbildning                                                                                     ,0,0,0,0,0,0,0,0,19550706-7038,19340301-3981,1955,-20
5241,30637,5,761c,Fritidsledarutbildning (eftergymnasial)                                                             ,0,0,0,0,0,0,1,0,19530706-5896,19340301-3981,1953,2
5242,12047,336,340a,Ekonomisk gymnasieutbildning,1,2,0,0,0,0,0,3,19640229-3133,19430528-6711,1964,-10
5243,32298,533,311h,Högskoleutbildning i psykologi och psykoterapi (minst 3 år)                                         ,0,0,0,0,0,0,1,0,19430528-6711,19430528-6711,1943,21
5244,76088,5,724d,Tandhygienistutbildning                                                                             ,0,0,0,0,0,0,0,0,19280420-9052,19050716-3942,1928,15
"5245,35280,536,527x,""Ingenjörsutbildning inom samhällsbyggnad, byggnadsteknik och miljöteknik (eftergymnasial)                                  "",1,0,1,0,0,0,0,0,19170618-6067,19050716-3942,1917,11"
"5246,11662,6,542x,""Civilingenjörsutbildning inom kemi- och bioteknik, material- och geoteknik                              "",0,0,0,0,0,0,0,0,19050716-3942,19050716-3942,1905,12"
"5247,64647,300,999c,""Gymnasial utbildning, okänd inriktning                                                                 "",0,0,2,0,0,0,1,1,19940525-7503,19050716-3942,1994,-88"
5248,60199,300,761d,Gymnasial utbildning med inriktning mot barn och ungdom                                             ,0,1,1,0,0,0,0,1,19391022-5883,19181209-2337,1939,55
5249,26695,4,727b,Receptarieutbildning                                                                                ,0,0,0,1,0,0,0,0,19800401-3088,19181209-2337,1980,-40
5250,44282,300,640b,Gymnasial utbildning inom lant- och skogsbruk samt djursjukvård                                     ,0,0,0,0,0,0,0,0,19181209-2337,19181209-2337,1918,61
5251,89853,557,314,Ekonomutbildning (högskoleutbildning minst 3 år)                                                    ,0,3,1,0,0,0,2,1,19411223-4118,19020625-9034,1941,-23
5252,65425,329,542k,Gymnasieutbildning inom textil- och konfektionsteknik            ,0,0,0,0,0,0,0,0,19020625-9034,19020625-9034,1902,39
5253,83544,677,340,Ekonomutbildning (högskoleutbildning minst 3 år)                                                    ,0,0,0,0,0,0,0,0,19170810-5106,19020625-9034,1917,-14
5254,19189,300,213n,Gymnasial utbildning för medieproduktion                                                            ,1,0,1,0,0,0,0,0,19030730-9659,19030730-9659,1903,14
5255,41097,558,380m,Juridisk högskoleutbildning (minst 3 år)                                                            ,0,0,0,0,0,0,0,0,19150131-1789,19030730-9659,1915,-11
"5256,66101,300,999u,""Gymnasial utbildning, okänd inriktning                                                                 "",1,1,2,0,0,0,0,0,19900920-7208,19030730-9659,1990,-74"
5257,87181,200,010x,Grundskoleutbildning och motsvarande                                                                ,0,0,0,1,1,0,0,0,19360325-3402,19030730-9659,1936,54
5258,74488,331,523e,Gymnasieutbildning inom elektro- och datateknik                   ,1,0,1,1,0,0,2,2,19490301-6544,19490301-6544,1949,-12
5259,48808,5,727b,Receptarieutbildning                                                                                ,0,0,0,0,0,0,2,0,19750816-7096,19490301-6544,1975,-25
5260,77873,557,640a,Veterinärutbildning                                                                                 ,0,0,0,2,1,0,0,1,19460608-7753,19460608-7753,1946,29
5261,11542,6,621,Lantbruksvetenskaplig högskoleutbildning (minst 3 år)                                               ,0,0,0,0,0,0,0,0,19790127-9139,19790127-9139,1979,-32
5262,39438,323,521a,Gymnasieutbildning inom verkstadsteknik,0,0,0,0,0,0,0,0,19900222-6198,19681127-7546,1990,-10
5263,98636,325,582f,Gymnasieutbildning inom energi och VVS       ,0,0,0,0,0,0,1,0,19681127-7546,19681127-7546,1968,21
5264,50806,547,529a,Övrig civilingenjörsutbildning                                                  ,0,1,2,0,0,0,0,1,19740703-9001,19600620-8324,1974,-5
5265,71803,100,010x,Folkskoleutbildning och motsvarande                                                                 ,0,0,0,0,0,0,0,0,19600620-8324,19600620-8324,1960,14
"5266,96986,412,106r,""Minst 30 högskolepoäng inom lant- och skogsbruk samt djursjukvård, ej examen                         "",0,0,0,0,0,0,0,0,19681207-3863,19600620-8324,1968,-8"
"5267,76311,336,105v,""Tekniskt gymnasium, 1-3 år                                                                          "",0,0,0,0,0,0,0,0,19880505-2933,19111007-9346,1988,-19"
"5268,77864,413,541b,""Ingenjörsutbildning inom kemi- och bioteknik, material- och geoteknik (eftergymnasial)                "",0,0,0,0,0,0,0,0,19120724-8901,19111007-9346,1912,76"
5269,89790,4,726a,Fysioterapeututbildning                                                       ,0,0,0,0,0,0,0,0,19111007-9346,19111007-9346,1911,1
5270,13019,537,143b,Fritidspedagogutbildning                                                                            ,0,0,1,0,1,0,0,0,19880118-1886,19111007-9346,1988,-76
"5271,81747,300,104f,""Yrkesinriktad gymnasieutbildning inom naturvetenskap, matematik och IKT                               "",1,2,2,2,0,0,0,0,19180617-7145,19180617-7145,1918,70"
"5272,22991,699,345a,""Högskoleutbildning inom organisation, administration och förvaltning (minst 3 år)                       "",0,0,0,0,0,0,1,0,19850206-3259,19180617-7145,1985,-66"
5273,99267,312,340a,Ekonomisk gymnasieutbildning,0,0,0,1,0,0,0,0,19711022-2218,19711022-2218,1971,14
5274,24836,5,863b,Militär utbildning på eftergymnasial nivå                                                       ,1,0,1,0,0,0,1,1,19100227-1543,19100227-1543,1910,61
"5275,95661,300,010b,""Samhällsvetenskaplig, social och humanistisk gymnasieutbildning                                     "",0,0,0,0,0,0,0,0,19350621-1360,19100227-1543,1935,-24"
5276,86890,688,380h,Juridisk högskoleutbildning (minst 3 år)                                                            ,0,0,0,0,0,0,0,0,19840925-3308,19100227-1543,1984,-48
5277,86846,333,582e,Gymnasieutbildning inom bygg                   ,0,0,0,0,0,0,0,0,19480525-2665,19290424-8113,1948,36
"5278,76767,547,145l,""Ämneslärarutbildning, allmänna ämnen                                                                "",0,0,0,0,0,0,1,0,19290424-8113,19290424-8113,1929,19"
5279,44511,300,724x,Tandvårdsutbildning på gymnasial nivå                                                               ,0,0,0,0,0,0,0,0,19561130-5046,19290424-8113,1956,-27
"5280,57216,527,581b,""Ingenjörsutbildning inom samhällsbyggnad, byggnadsteknik och miljöteknik (eftergymnasial)                                  "",0,0,0,0,0,0,0,0,19100627-5563,19100627-5563,1910,46"
"5281,98090,300,010a,""Samhällsvetenskaplig, social och humanistisk gymnasieutbildning                                     "",0,0,0,0,2,0,0,0,19291220-5986,19100627-5563,1929,-19"
5282,69570,300,213d,Gymnasial utbildning för medieproduktion                                                            ,0,0,0,0,1,0,1,0,19910326-8544,19100627-5563,1991,-61
5283,49204,300,811g,Hotell- och restaurangutbildning på gymnasial nivå                                                  ,0,0,0,0,0,0,0,0,19510910-5349,19100627-5563,1951,40
"5284,42986,412,103u,""Minst 30 högskolepoäng inom samhällsvetenskap, ekonomi och juridik, ej examen                              "",1,1,0,1,0,0,2,0,19190131-7892,19190131-7892,1919,32"
"5285,46390,527,521b,""Ingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi  (eftergymnasial)                         "",1,0,1,0,0,0,0,0,19640418-7363,19190330-9261,1964,-44"
"5286,15676,522,105f,""Minst 30 högskolepoäng inom teknik och tillverkning, ej examen                                                 "",1,1,0,0,0,0,1,0,19190330-9261,19190330-9261,1919,45"
5287,34216,4,761c,Fritidsledarutbildning (eftergymnasial)                                                             ,0,0,0,0,0,0,0,0,19900508-6163,19530511-6371,1990,-70
5288,50914,537,146f,Yrkeslärarutbildning                                                                                ,0,0,1,0,0,0,0,0,19980328-9947,19530511-6371,1998,-7
5289,27634,53-55,623l,Skogsbruksvetenskaplig högskoleutbildning (minst 3 år)                                              ,0,1,0,0,1,0,1,0,19530511-6371,19530511-6371,1953,45
5290,11432,613,321u,Journalist- och medieutbildning (eftergymnasial)                                                    ,0,0,0,0,0,0,0,0,19610414-7085,19530511-6371,1961,-7
"5291,82136,55,522a,""Civilingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik                                        "",0,0,0,0,0,0,0,0,19960425-4054,19200808-8996,1996,-34"
5292,72541,556,221t,Teologisk eftergymnasial utbildning (minst 3 år)                                                           ,0,0,0,1,0,0,0,0,19760706-5350,19200808-8996,1976,20
"5293,24966,413,523e,""Ingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik (eftergymnasial)                                "",0,1,1,0,0,0,0,0,19200808-8996,19200808-8996,1920,56"
5294,55686,6,724x,Tandläkarutbildning                                                                                 ,0,0,0,0,0,0,0,0,19620815-3986,19130315-9568,1962,-41
"5295,46129,536,543c,""Ingenjörsutbildning inom kemi- och bioteknik, material- och geoteknik (eftergymnasial)                "",0,1,1,3,0,0,1,0,19130315-9568,19130315-9568,1913,49"
5296,79913,513,321w,Journalist- och medieutbildning (eftergymnasial)                                                    ,0,0,0,0,0,0,0,0,19770419-3868,19130315-9568,1977,-63
5297,40412,100,010a,Folkskoleutbildning och motsvarande                                                                 ,1,2,0,0,1,0,1,0,19890612-7559,19000424-8637,1989,-11
"5298,58506,412,106o,""Minst 30 högskolepoäng inom lant- och skogsbruk samt djursjukvård, ej examen                         "",0,1,2,0,1,0,0,0,19310220-6508,19000424-8637,1931,58"
5299,59036,558,380a,Juridisk högskoleutbildning (minst 3 år)                                                            ,1,2,0,1,2,0,0,0,19130904-5387,19000424-8637,1913,18
"5300,67703,300,104d,""Yrkesinriktad gymnasieutbildning inom naturvetenskap, matematik och IKT                               "",0,0,0,0,0,0,0,0,19000424-8637,19000424-8637,1900,13"
5301,25322,324,543c,Gymnasieutbildning inom träteknik,1,0,0,0,0,0,0,1,19070812-8853,19070812-8853,1907,-6
5302,99997,413,010c,Naturvetenskaplig gymnasieutbildning                                                                ,0,2,0,1,0,0,1,0,19670131-3649,19070812-8853,1967,-59
5303,26981,4,863u,Militär utbildning på eftergymnasial nivå                                                       ,0,0,0,0,0,0,0,0,19740318-8831,19070812-8853,1974,-6
"5304,86824,527,521b,""Ingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi  (eftergymnasial)                         "",2,0,0,0,0,0,0,0,19681205-8611,19070812-8853,1968,5"
5305,60856,557,222,Humanistisk högskoleutbildning (minst 3 år)                                                         ,0,0,0,0,0,0,1,0,19350120-5856,19350120-5856,1935,33
"5306,80278,412,106f,""Minst 30 högskolepoäng inom lant- och skogsbruk samt djursjukvård, ej examen                         "",0,0,0,0,0,0,0,0,19420930-6041,19350120-5856,1942,-6"
"5307,79098,547,522a,""Civilingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik                                        "",0,0,0,0,0,0,0,0,19800406-6883,19350120-5856,1980,-37"
5308,75355,330,525x,Gymnasieutbildning inom fordonsteknik            ,2,0,0,1,0,0,0,0,19960912-2310,19960912-2310,1996,-15
5309,71881,300,640b,Gymnasial utbildning inom lant- och skogsbruk samt djursjukvård                                     ,0,0,0,0,0,0,0,0,19520111-1136,19520111-1136,1952,44
"5310,20153,413,526b,""Ingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi  (eftergymnasial)                         "",0,0,0,0,1,0,1,0,19730810-9463,19520111-1136,1973,-20"
5311,22276,611,312d,Samhälls- och beteendevetenskaplig högskoleutbildning (minst 3 år)                                  ,0,2,0,0,0,0,0,1,19571004-3631,19520111-1136,1957,16
5312,42924,537,340,Ekonomutbildning (högskoleutbildning minst 3 år)                                                    ,0,1,0,2,1,0,0,0,19620909-7533,19520111-1136,1962,-4
5313,81233,5,727b,Receptarieutbildning                                                                                ,0,0,0,0,0,0,0,0,19060629-6330,19060629-6330,1906,56
"5314,36187,532,108g,""Minst 30 högskolepoäng inom tjänster, ej examen                                         "",0,0,0,0,0,0,0,0,19720520-7709,19060629-6330,1972,-65"
"5315,36810,522,107g,""Minst 30 högskolepoäng inom hälso- o sjukvård och social omsorg, ej examen                        "",0,0,0,0,0,0,0,0,19651112-2689,19060629-6330,1965,6"
"5316,95675,55,527a,""Civilingenjörsutbildning inom samhällsbyggnad, byggnadsteknik och miljöteknik                                  "",0,0,0,0,0,0,0,0,19211011-6280,19060629-6330,1921,44"
"5317,27981,6,523a-523b,""Civilingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik                                        "",0,0,0,0,1,0,1,3,19110406-7926,19110406-7926,1911,10"
5318,51454,329,542d,Gymnasieutbildning inom textil- och konfektionsteknik            ,0,1,0,0,1,0,0,0,19890410-3657,19110406-7926,1989,-77
5319,47399,4,840x,Transportutbildning på eftergymnasial nivå                                                          ,0,0,0,0,0,0,0,0,19600911-7758,19380717-6962,1960,29
5320,93426,331,522e,Gymnasieutbildning inom elektro- och datateknik                   ,1,0,0,0,0,0,0,0,19380717-6962,19380717-6962,1938,22
"5321,65094,4,213o,""Medieproduktion, eftergymnasial utbildning                                                          "",0,0,1,0,0,0,0,1,19260429-3258,19260429-3258,1926,12"
5322,59527,328,541a,Gymnasieutbildning inom livsmedel       ,0,0,0,0,0,0,0,0,19630217-3040,19110303-9688,1963,-36
5323,19439,328,541z,Gymnasieutbildning inom livsmedel       ,0,0,0,0,0,0,0,0,19500504-7906,19110303-9688,1950,13
5324,15517,4,481a,Programmerar- och systemerarutbildning (eftergymnasial)                                             ,1,0,1,0,0,0,0,2,19110303-9688,19110303-9688,1911,39
5325,82704,5,725d,Biomedicinsk analytikerutbildning                                         ,0,0,0,0,0,0,0,0,19810429-9892,19110303-9688,1981,-69
5326,78521,100,010x,Folkskoleutbildning och motsvarande                                                                 ,0,0,0,0,0,0,0,0,19630228-1698,19630228-1698,1963,18
5327,44229,325,582f,Gymnasieutbildning inom energi och VVS       ,0,0,0,0,0,0,0,0,19940218-8747,19630228-1698,1994,-30
5328,74020,6,581c,Arkitekt- och landskapsarkitektutbildning                                                           ,0,1,0,0,0,0,0,0,19730902-7860,19630228-1698,1973,21
5329,52396,300,761j,Gymnasial utbildning med inriktning mot barn och ungdom                                             ,0,0,1,0,0,0,1,1,19531107-5712,19531107-5712,1953,19
"5330,83583,546,582x,""Ingenjörsutbildning inom samhällsbyggnad, byggnadsteknik och miljöteknik (eftergymnasial)                                  "",0,0,0,0,0,0,0,0,19910408-4526,19531107-5712,1991,-37"
"5331,83090,300,999t,""Gymnasial utbildning, okänd inriktning                                                                 "",0,0,0,0,0,0,0,0,19020924-5769,19020924-5769,1902,89"
5332,35227,5,211c,Konstnärlig eftergymnasial utbildning                                                               ,0,0,0,2,0,0,2,2,20010301-4705,19020924-5769,2001,-98
5333,66308,300,761p,Gymnasial utbildning med inriktning mot barn och ungdom                                             ,0,3,0,0,0,0,0,0,19980513-6355,19290413-3081,1998,3
"5334,51141,300,999k,""Gymnasial utbildning, okänd inriktning                                                                 "",0,0,1,0,1,0,0,0,19390117-5846,19290413-3081,1939,59"
5335,10088,556,322y,Biblioteks- och informationsvetenskaplig högskoleutbildning (minst 3 år)                            ,2,0,0,0,1,0,0,0,19290519-6454,19290413-3081,1929,10
"5336,93479,522,104g,""Minst 30 högskolepoäng inom naturvetenskap, matematik och IKT ej examen                                  "",1,0,1,1,0,0,0,0,19290413-3081,19290413-3081,1929,0"
5337,97680,536,529x,Övrig ingenjörsutbildning (eftergymnasial),0,0,0,0,0,0,1,1,19630406-8157,19411212-7609,1963,-33
5338,97486,5,840k,Transportutbildning på eftergymnasial nivå                                                          ,1,0,0,0,0,0,0,1,19411212-7609,19411212-7609,1941,21
5339,56364,6,481b,Naturvetenskaplig högskoleutbildning (minst 3 år)                                                   ,0,0,0,0,0,0,0,0,20020331-8486,19411212-7609,2002,-60
5340,61881,333,582e,Gymnasieutbildning inom bygg                   ,0,2,0,1,0,0,1,0,19200804-8161,19200804-8161,1920,82
5341,22586,55,581d,Arkitekt- och landskapsarkitektutbildning                                                           ,1,0,1,1,0,0,1,1,19771003-8035,19200804-8161,1977,-56
"5342,89068,537,521b,""Ingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi  (eftergymnasial)                         "",0,2,1,0,1,0,0,0,20000316-9569,20000316-9569,2000,-22"
5343,78304,556,221l,Teologisk eftergymnasial utbildning (minst 3 år)                                                           ,0,0,0,0,0,0,0,0,19260405-5002,19040314-2295,1926,74
5344,83777,537,144t,Lärarutbildning för grundskolans tidiga åldrar                                                       ,1,0,0,2,0,0,0,1,19331207-2862,19040314-2295,1933,-7
"5345,79566,55,527a,""Civilingenjörsutbildning inom samhällsbyggnad, byggnadsteknik och miljöteknik                                  "",0,0,0,0,0,0,1,1,19310103-5977,19040314-2295,1931,2"
5346,38810,100,010a,Folkskoleutbildning och motsvarande                                                                 ,0,0,0,0,0,0,0,0,19040314-2295,19040314-2295,1904,27
5347,43621,557,144o,Lärarutbildning för grundskolans tidiga åldrar                                                       ,1,0,0,1,0,0,0,0,19781031-3808,19090325-4975,1978,-73
5348,85197,6,721t,Läkarutbildning                                                                                     ,1,2,1,1,0,0,0,0,19090325-4975,19090325-4975,1909,69
5349,49367,300,640b,Gymnasial utbildning inom lant- och skogsbruk samt djursjukvård                                     ,0,0,0,0,0,0,0,0,19780209-4287,19090325-4975,1978,-68
5350,73526,6,721e,Läkarutbildning                                                                                     ,0,0,0,0,0,0,0,0,19751017-1312,19400124-1698,1975,3
5351,10496,6,623e,Skogsbruksvetenskaplig högskoleutbildning (minst 3 år)                                              ,2,0,1,0,0,0,1,1,19690110-1142,19400124-1698,1969,6
5352,79892,677,314,Ekonomutbildning (högskoleutbildning minst 3 år)                                                    ,1,0,0,0,0,0,1,1,19400521-6903,19400124-1698,1940,29
"5353,87192,300,104s,""Yrkesinriktad gymnasieutbildning inom naturvetenskap, matematik och IKT                               "",1,0,0,0,1,0,0,0,19400124-1698,19400124-1698,1940,0"
5354,52702,55,727x,Apotekarutbildning                                                                                  ,0,1,1,0,0,0,0,1,19900830-4464,19870903-9124,1990,-49
"5355,67324,6,527a,""Civilingenjörsutbildning inom samhällsbyggnad, byggnadsteknik och miljöteknik                                  "",0,0,0,0,0,0,0,0,19870903-9124,19870903-9124,1987,3"
5356,46501,100,010x,Folkskoleutbildning och motsvarande                                                                 ,0,1,1,0,0,0,1,0,19780312-7380,19281013-5402,1978,9
5357,68734,200,010a,Grundskoleutbildning och motsvarande                                                                ,3,1,0,0,1,0,0,1,19281013-5402,19281013-5402,1928,50
5358,75860,687,212c,Humanistisk högskoleutbildning (minst 3 år)                                                         ,0,0,0,0,0,0,0,0,20010504-9772,19090617-2171,2001,-72
5359,12218,55,581c,Arkitekt- och landskapsarkitektutbildning                                                           ,0,0,1,3,0,0,1,0,19500925-7235,19090617-2171,1950,51
5360,32705,322,340a,Ekonomisk gymnasieutbildning,2,1,0,2,2,0,0,0,19090617-2171,19090617-2171,1909,41
5361,69943,325,582f,Gymnasieutbildning inom energi och VVS       ,0,0,2,0,0,0,0,0,19520403-9329,19520403-9329,1952,-42
"5362,62435,413,544x,""Ingenjörsutbildning inom kemi- och bioteknik, material- och geoteknik (eftergymnasial)                "",0,0,0,2,1,0,1,0,19820115-7291,19520818-5737,1982,-29"
5363,79361,551,481b,Naturvetenskaplig högskoleutbildning (minst 3 år)                                                   ,1,1,0,0,0,0,1,0,19520818-5737,19520818-5737,1952,30
"5364,42852,532,107e,""Minst 30 högskolepoäng inom hälso- o sjukvård och social omsorg, ej examen                        "",0,0,0,0,0,0,0,0,19990907-6690,19990907-6690,1999,-46"
5365,13264,54,727a,Apotekarutbildning                                                                                  ,0,0,0,1,0,0,0,1,19500120-1061,19500120-1061,1950,49
5366,31036,3,010c,Naturvetenskaplig gymnasieutbildning                                                                ,0,0,0,0,1,0,0,1,19431014-8356,19270303-1997,1943,7
5367,27604,330,525n,Gymnasieutbildning inom fordonsteknik            ,0,1,0,1,1,0,1,1,19270303-1997,19270303-1997,1927,16
5368,88487,300,761j,Gymnasial utbildning med inriktning mot barn och ungdom                                             ,1,1,0,0,1,0,1,0,19960526-2650,19170418-4963,1996,-68
"5369,90181,413,523e,""Ingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik (eftergymnasial)                                "",1,1,1,0,1,0,1,1,19170418-4963,19170418-4963,1917,79"
5370,56682,4,724d,Tandhygienistutbildning                                                                             ,1,0,0,1,1,0,1,2,19310521-9162,19170418-4963,1931,-13
"5371,73554,522,107b,""Minst 30 högskolepoäng inom hälso- o sjukvård och social omsorg, ej examen                        "",0,0,0,0,0,0,0,0,19770515-6072,19161111-8609,1977,-45"
5372,23159,331,523e,Gymnasieutbildning inom elektro- och datateknik                   ,0,0,0,1,0,0,0,0,19780124-6039,19161111-8609,1978,0
5373,77870,557,724a,Tandläkarutbildning                                                                                 ,0,0,0,0,0,0,0,0,19161111-8609,19161111-8609,1916,61
"5374,10051,536,526b,""Ingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi  (eftergymnasial)                         "",0,0,0,0,0,0,0,0,19150705-5195,19101125-1156,1915,1"
5375,60498,537,143b,Fritidspedagogutbildning                                                                            ,0,0,0,0,0,0,0,0,19101125-1156,19101125-1156,1910,4
"5376,80828,300,999x,""Gymnasial utbildning, okänd inriktning                                                                 "",0,0,0,0,0,0,0,1,19010609-6455,19010609-6455,1901,9"
5377,29970,527,146i,Lärarutbildning i praktisk-estetiska ämnen                                              ,2,2,0,2,1,0,1,1,19260115-9325,19010609-6455,1926,-24
5378,28895,6,724a,Tandläkarutbildning                                                                                 ,0,0,0,0,0,0,0,0,19940603-5456,19010609-6455,1994,-67
"5379,11002,300,104x,""Yrkesinriktad gymnasieutbildning inom naturvetenskap, matematik och IKT                               "",0,0,0,0,0,0,0,1,19261216-9515,19010609-6455,1926,67"
5380,64603,300,213c,Gymnasial utbildning för medieproduktion                                                            ,0,0,0,0,0,0,2,2,19530510-9600,19530510-9600,1953,-26
5381,36766,558,380o,Juridisk högskoleutbildning (minst 3 år)                                                            ,0,0,0,0,0,0,0,0,19800528-9831,19530510-9600,1980,-26
5382,76853,300,640b,Gymnasial utbildning inom lant- och skogsbruk samt djursjukvård                                     ,0,0,0,0,0,0,0,1,19590830-2853,19530510-9600,1959,21
5383,13861,327,542d,Gymnasieutbildning inom processteknik       ,0,0,0,0,0,0,0,0,19710327-7215,19150528-6619,1971,-11
